sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,lambda_rd,anis_param,zeta
0,32.48685734504504,0.9636751229656616,77.65068817138672,4.342711925506592,0.6878218534838223,379.6759033203125,375.16558837890625,True,10,0.0001,0.0046415888336127,0.9
1,30.395255575847067,0.9485354724621748,824.309814453125,15.4467191696167,0.4549721354108669,983.8600463867188,950.7636108398438,True,10,0.0001,0.0215443469003188,0.9
2,30.811936137857142,0.9612057450601313,414.60797119140625,5.341483116149902,0.7466732111138489,510.3946228027344,732.261962890625,True,10,0.0001,0.0004641588833612,0.9
3,32.226655002244236,0.9405768011572653,198.44583129882812,3.4264330863952637,0.49003842418078525,617.7667846679688,599.059814453125,True,10,0.0001,0.0215443469003188,0.9
4,28.46775303890098,0.9217069116992909,34.50779342651367,1.1160776615142822,0.7156874213788625,144.3955078125,156.8626251220703,True,10,0.0001,0.0021544346900318,0.9
5,34.037373281640114,0.9671528131015775,8.979137420654297,0.769682765007019,0.5622194432931689,145.3133087158203,156.83853149414062,True,10,0.0001,0.01,0.9
6,24.781573795044224,0.918566406217199,9.482309341430664,0.299802303314209,0.6637882217992384,40.97824478149414,59.02552795410156,True,10,0.0001,0.001,0.9
7,26.399440680734617,0.9370604765758118,1702.216796875,4.28255558013916,0.8964556083702125,558.563232421875,866.3099975585938,True,10,0.0001,0.01,0.9
8,30.392273136631445,0.9307918949254526,327.7627258300781,7.481582164764404,0.5976945828532854,653.1486206054688,601.513916015625,True,10,0.0001,0.001,0.9
9,20.324395721409793,0.8139292549496476,4591.75537109375,8.891456604003906,0.49869228097939794,642.2203369140625,708.364501953125,True,10,0.0001,0.01,0.9
10,31.22067559992316,0.957921956453407,0.3469448685646057,0.3007681965827942,0.46514575150175747,27.246341705322266,21.56390953063965,True,10,0.0001,0.0021544346900318,0.9
11,33.11944853225378,0.9631333104781691,458.04766845703125,9.407663345336914,0.5893542887286607,960.4508666992188,969.93994140625,True,10,0.0001,0.0464158883361277,0.9
12,29.69549405284761,0.9627818140836569,738.52978515625,11.4949312210083,0.48635035504010543,1021.3638305664062,832.6101684570312,True,10,0.0001,0.0046415888336127,0.9
13,22.93695703019712,0.8899585842174292,230.2916717529297,2.6291556358337402,0.4905016573489902,219.73277282714844,213.12677001953125,True,10,0.0001,0.01,0.9
14,40.284519205120716,0.9839239551525244,3.120288372039795,2.1975035667419434,0.4926943481528885,185.790771484375,182.6431427001953,True,10,0.0001,0.0004641588833612,0.9
15,38.22110766290229,0.9672890484286905,5.103415489196777,0.9147292375564575,0.4519569871430529,203.0387420654297,184.22109985351562,True,10,0.0001,0.01,0.9
16,36.551909397308,0.9767861019808441,20.502317428588867,1.6456378698349,0.6501314710410409,285.0482177734375,304.93798828125,True,10,0.0001,0.0215443469003188,0.9
17,39.595442206522236,0.9776178735728357,30.248178482055664,4.015536308288574,0.7200754883084025,514.9901123046875,525.231689453125,True,10,0.0001,0.0215443469003188,0.9
18,22.29207838566634,0.8601122938442045,1064.953125,1.4848421812057495,0.8707109496501604,278.1120910644531,432.5130615234375,True,10,0.0001,0.01,0.9
19,28.266753941228863,0.9457449821142098,122.79653930664062,1.66567063331604,0.8547669895723923,204.4298095703125,291.9378967285156,True,10,0.0001,0.0046415888336127,0.9
20,33.82715714339008,0.94624437143165,132.87005615234375,5.3611602783203125,0.4147711601994218,768.1264038085938,612.2410278320312,True,10,0.0001,0.01,0.9
21,36.026342289683605,0.9851512492195126,4.912988185882568,0.749578595161438,0.7022478345117262,129.61761474609375,140.3543701171875,True,10,0.0001,0.0215443469003188,0.9
22,24.86488262077694,0.9135050813800111,274.45452880859375,2.6585209369659424,0.37077159887644373,300.820068359375,292.8525085449219,True,10,0.0001,0.0004641588833612,0.9
