sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,lambda_rd,anis_param,zeta
0,34.387592529605385,0.9759872686752225,0.00035614415537565947,0.010846483521163464,0.07,1.0,1.0,True,100,1e-05,0.01,0.9
1,26.617280909436992,0.9227322232426539,0.0021764205303043127,0.009561729617416859,0.07,1.0,1.0,True,100,1e-05,0.2154434690031882,0.9
2,33.999865221342034,0.9667340812914389,0.0003711178433150053,0.007909775711596012,0.07,1.0,1.0,True,100,1e-05,0.0046415888336127,0.9
3,37.32485901655945,0.9616595953126257,0.00017095476505346596,0.003785443725064397,0.07,1.0,1.0,True,100,1e-05,0.0021544346900318,0.9
4,32.692404490328016,0.9719153605593739,0.0005301674245856702,0.008738702163100243,0.07,1.0,1.0,True,100,1e-05,0.0464158883361277,0.9
5,37.55484374756517,0.9667825175082105,0.0001623985153855756,0.0037330184131860733,0.07,1.0,1.0,True,100,1e-05,0.01,0.9
6,32.29386698554237,0.9715455153224638,0.00048261971096508205,0.005696395877748728,0.07,1.0,1.0,True,100,1e-05,0.0046415888336127,0.9
7,36.71944938951505,0.976487502009753,0.00021070138609502465,0.0031736420933157206,0.07,1.0,1.0,True,100,1e-05,0.1,0.9
8,33.8102714252548,0.9557527543705868,0.000412352237617597,0.006763804703950882,0.07,1.0,1.0,True,100,1e-05,0.0215443469003188,0.9
9,18.8928155006085,0.7664350580855558,0.01272398792207241,0.009029833599925041,0.07,1.0,1.0,True,100,1e-05,0.1,0.9
10,22.71955598767,0.8993298288125264,0.005283447913825512,0.010774214752018452,0.07,1.0,1.0,True,100,1e-05,0.1,0.9
11,35.031971475126646,0.9723835038511377,0.0003134502621833235,0.006829449441283941,0.07,1.0,1.0,True,100,1e-05,0.4641588833612777,0.9
12,35.761923917915325,0.9785669506272787,0.000263536989223212,0.005575533024966717,0.07,1.0,1.0,True,100,1e-05,0.1,0.9
13,32.45691201247412,0.9544867631759191,0.000566248083487153,0.007314261049032211,0.07,1.0,1.0,True,100,1e-05,0.2154434690031882,0.9
14,37.12097431951933,0.9789169687389466,0.00019379497098270804,0.007507061120122671,0.07,1.0,1.0,True,100,1e-05,0.001,0.9
15,39.910193224241574,0.9684208163566757,0.00010192332410952076,0.004562748596072197,0.07,1.0,1.0,True,100,1e-05,0.1,0.9
