sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,lambda_rd,anis_param,zeta
0,34.275610882806944,0.9752470482183069,51.43632888793945,4.297396659851074,0.06605243105207514,380.7077331542969,375.16558837890625,True,100,1e-05,0.01,0.9
1,26.88807977134992,0.9278441419240118,1848.4512939453125,7.064289569854736,0.047841857378240434,931.7431030273438,950.7636108398438,True,100,1e-05,0.2154434690031882,0.9
2,31.699552992991016,0.9593179693947267,337.9682922363281,4.186883926391602,0.08259153229125428,514.6165771484375,732.261962890625,True,100,1e-05,0.0046415888336127,0.9
3,37.71485757352445,0.9613858536193368,56.08177185058594,2.190192461013794,0.05145842553607021,610.6644287109375,599.059814453125,True,100,1e-05,0.0021544346900318,0.9
4,33.719530229241535,0.9759218436584138,10.297680854797363,1.3179349899291992,0.05395484303120668,178.45736694335938,156.8626251220703,True,100,1e-05,0.0464158883361277,0.9
5,37.93138562612951,0.9677327836876191,3.662970542907715,0.7319719791412354,0.031560974934139036,212.35377502441406,156.83853149414062,True,100,1e-05,0.01,0.9
6,24.58862474552761,0.9249428990989024,9.913089752197266,0.41639527678489685,0.09037798264356674,41.31489181518555,59.02552795410156,True,100,1e-05,0.0046415888336127,0.9
7,36.781844699436135,0.9761858471160826,155.87428283691406,2.6055715084075928,0.06188718650362953,871.0241088867188,866.3099975585938,True,100,1e-05,0.1,0.9
8,32.73110472050891,0.948805548085363,191.2830047607422,4.29278039932251,0.05380374393132538,734.0150146484375,601.513916015625,True,100,1e-05,0.0215443469003188,0.9
9,18.739451723752243,0.7640384361280109,6614.13671875,5.725846290588379,0.047355963313122695,639.8472900390625,708.364501953125,True,100,1e-05,0.1,0.9
10,22.290210890934695,0.8883257092037252,2.7121078968048096,0.24864985048770905,0.04588381784905611,29.01680564880371,21.56390953063965,True,100,1e-05,0.1,0.9
11,27.6273872291778,0.9473251211231092,1622.2462158203125,6.616275310516357,0.05963071410362442,868.3880004882812,969.93994140625,True,100,1e-05,0.4641588833612777,0.9
12,35.49601826591305,0.9780965907224315,194.2296600341797,4.408066749572754,0.07661383871509672,813.4465942382812,832.6101684570312,True,100,1e-05,0.1,0.9
13,33.26262476750975,0.9615209464395132,21.365421295166016,1.3452757596969604,0.042935391731536106,217.27163696289062,213.12677001953125,True,100,1e-05,0.2154434690031882,0.9
14,35.30143681101811,0.9757046978632363,9.828856468200684,1.3492566347122192,0.0542644072731244,186.1074676513672,182.6431427001953,True,100,1e-05,0.001,0.9
15,38.8308405422502,0.96356901281174,4.434938907623291,0.8172809481620789,0.04392425250898157,203.8042449951172,184.22109985351562,True,100,1e-05,0.1,0.9
16,36.62162035003712,0.9872944769290948,20.17584991455078,1.1799488067626953,0.06304942969204749,281.1746520996094,304.93798828125,True,100,1e-05,0.2154434690031882,0.9
17,39.2994645071923,0.9825165773692884,32.38149642944336,2.373387098312378,0.08332935517267431,514.6149291992188,525.231689453125,True,100,1e-05,0.2154434690031882,0.9
18,36.374213780151024,0.9663679323498433,41.602264404296875,1.992911458015442,0.057243011409685594,439.72735595703125,432.5130615234375,True,100,1e-05,0.1,0.9
19,34.24558566380882,0.9747122199388972,30.995807647705078,1.50203275680542,0.06553315741852249,263.6538391113281,291.9378967285156,True,100,1e-05,0.0215443469003188,0.9
20,32.58152861062673,0.9383826438602832,177.00680541992188,3.0034773349761963,0.0510804354222224,683.5336303710938,612.2410278320312,True,100,1e-05,0.1,0.9
21,33.74248964689984,0.9831452006464526,8.312487602233887,0.6013511419296265,0.06890827138456025,123.40384674072266,140.3543701171875,True,100,1e-05,0.2154434690031882,0.9
22,-32.24134744151129,0.5862496800700455,140959200.0,8704.85546875,0.04549485840162147,293.907470703125,292.8525085449219,True,100,1e-05,0.0001,0.9
23,36.80196914756041,0.9645113192029658,28.07207679748535,2.8207850456237793,0.06981938820615387,362.5263366699219,366.9954833984375,True,100,1e-05,0.0004641588833612,0.9
24,31.57750913040934,0.9477950769435265,144.3971710205078,3.3733153343200684,0.07765268156599454,401.67041015625,456.6139221191406,True,100,1e-05,0.01,0.9
25,38.10554459104075,0.964300191462409,94.95096588134766,1.8509762287139893,0.04566269607238556,673.5241088867188,785.3908081054688,True,100,1e-05,0.0464158883361277,0.9
26,26.795065662671576,0.8618094411667867,70.02396392822266,0.9459176063537598,0.045233335867665904,115.70030975341797,200.47410583496094,True,100,1e-05,0.0464158883361277,0.9
27,33.1711423624679,0.9746236350421935,127.5,2.400353193283081,0.03934205637503557,552.5283203125,514.72021484375,True,100,1e-05,0.1,0.9
28,30.113006389172547,0.9311616224836523,298.758544921875,9.607804298400879,0.04000010870914354,809.8970336914062,592.8221435546875,True,100,1e-05,0.0002154434690031,0.9
29,36.41579991007469,0.9862831663359553,0.5123004913330078,0.26777514815330505,0.055208416968898666,47.796470642089844,47.403961181640625,True,100,1e-05,0.0464158883361277,0.9
30,20.15135405196101,0.8240611874640191,3563.857177734375,0.9276310205459595,0.09413807210664016,360.03363037109375,607.9373168945312,True,100,1e-05,0.2154434690031882,0.9
31,16.782719976363907,0.6891743786355732,610.0526123046875,0.7041402459144592,0.03422113625549155,259.6805725097656,171.35360717773438,True,100,1e-05,0.4641588833612777,0.9
32,34.03721759416915,0.9653679195510837,1.7168238162994385,0.3374687135219574,0.05571447350296767,71.83821868896484,65.98654174804688,True,100,1e-05,0.2154434690031882,0.9
33,25.914850626610153,0.9525529064845497,2304.56591796875,4.185948848724365,0.05043236191518221,1082.2113037109375,948.9366455078125,True,100,1e-05,0.2154434690031882,0.9
34,33.97554424715004,0.9753350719302062,372.78192138671875,3.9023308753967285,0.04742150164051665,884.1729736328125,965.6663818359375,True,100,1e-05,0.2154434690031882,0.9
35,29.60377558074477,0.9071764948405902,715.3247680664062,11.930890083312988,0.052986816680967004,1004.9931640625,808.5889282226562,True,100,1e-05,0.2154434690031882,0.9
36,28.664302112952534,0.9377003070562924,124.19451904296875,2.18570876121521,0.03040823006593662,664.663818359375,305.30914306640625,True,100,1e-05,0.0464158883361277,0.9
37,26.236200101678506,0.9485995067116276,23.016233444213867,0.32396891713142395,0.07767834857097275,74.12357330322266,98.5744400024414,True,100,1e-05,0.2154434690031882,0.9
38,27.71125070163448,0.9195135169238683,785.1507568359375,3.310068130493164,0.07742635116690572,466.18255615234375,684.5487670898438,True,100,1e-05,0.0215443469003188,0.9
39,31.999028102366573,0.9709729668679499,121.7925033569336,5.110206604003906,0.055286789101968936,486.2311706542969,440.71234130859375,True,100,1e-05,0.0046415888336127,0.9
40,23.689928076312817,0.9030921745034256,64.49838256835938,0.5455402731895447,0.061664713431639095,111.59527587890625,122.91619873046875,True,100,1e-05,0.2154434690031882,0.9
41,31.614445176839972,0.9620710944428164,168.4491729736328,3.4749755859375,0.09109121661604008,464.154052734375,495.6817321777344,True,100,1e-05,0.1,0.9
42,29.541239428043777,0.9130395384288179,1.3794825077056885,0.22174479067325592,0.0578649413815404,36.529842376708984,35.35413360595703,True,100,1e-05,0.2154434690031882,0.9
43,38.418936186827494,0.9652233253107229,118.7775650024414,6.726688861846924,0.06128412923440699,920.1707763671875,909.4110717773438,True,100,1e-05,0.1,0.9
44,24.703203488792642,0.9123004548279501,220.6818084716797,1.6978682279586792,0.08013309716855015,166.0173797607422,259.5212097167969,True,100,1e-05,0.1,0.9
45,32.14076305199899,0.9788070408121843,261.0890808105469,1.5929241180419922,0.06067231140703635,535.3842163085938,662.8597412109375,True,100,1e-05,0.0215443469003188,0.9
46,30.95332469626207,0.9702058740506109,75.97779083251953,1.7211414575576782,0.08415151935562389,246.8056182861328,312.39935302734375,True,100,1e-05,0.0046415888336127,0.9
47,23.78752058268997,0.8945237279385934,1116.78369140625,2.953138589859009,0.08104427410378964,382.4128112792969,520.5479736328125,True,100,1e-05,0.0215443469003188,0.9
48,32.80346948062258,0.9806462001320747,156.25294494628906,5.5490241050720215,0.04568004016592639,546.4849243164062,547.16357421875,True,100,1e-05,0.0215443469003188,0.9
49,26.019548810076714,0.9358906658410534,85.90109252929688,2.37603759765625,0.06099317830392664,192.2308349609375,185.6696014404297,True,100,1e-05,0.0215443469003188,0.9
50,35.82449162136112,0.961678548440168,219.67755126953125,5.565675735473633,0.08278378575001583,871.68408203125,969.6150512695312,True,100,1e-05,0.01,0.9
51,30.422883494010748,0.9642962324053388,542.4183349609375,2.4203808307647705,0.04849145599104531,736.7822875976562,775.357666015625,True,100,1e-05,0.4641588833612777,0.9
52,36.75199335164581,0.9658134015213594,145.637939453125,3.256683826446533,0.07581099322488564,834.1180419921875,939.5594482421875,True,100,1e-05,0.0046415888336127,0.9
53,25.546475917557704,0.9260534628749016,2230.68701171875,3.288313865661621,0.06570656482894537,774.128173828125,894.9324951171875,True,100,1e-05,0.2154434690031882,0.9
54,24.702372798525133,0.9195055634473422,1211.1563720703125,2.4505741596221924,0.09060134911242314,499.5372314453125,598.3020629882812,True,100,1e-05,0.0464158883361277,0.9
55,28.98171411031325,0.9276263360606873,1065.3006591796875,7.452566146850586,0.043867307281540605,1130.41357421875,921.9523315429688,True,100,1e-05,0.2154434690031882,0.9
56,32.24392831107852,0.9565616176224345,4.736302852630615,0.5919963717460632,0.06330824135926527,88.28882598876953,89.40400695800781,True,100,1e-05,0.0464158883361277,0.9
57,33.05449400268629,0.9686562139829246,14.369173049926758,1.453688144683838,0.08141465684586541,164.35472106933594,196.78688049316406,True,100,1e-05,0.0021544346900318,0.9
58,28.408061099106657,0.9449645460528486,3.0761971473693848,0.6462507247924805,0.050291192073949845,53.94792938232422,46.18206024169922,True,100,1e-05,0.2154434690031882,0.9
59,28.770810592291888,0.9730045588454472,140.98524475097656,5.191057205200195,0.0460355891791498,389.42108154296875,326.0050048828125,True,100,1e-05,0.0464158883361277,0.9
