sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,alpha,scaling,clip,lambda_,lambda_rd,anis_param,zeta
0,31.813645994390892,0.962483229736487,0.0006441996083594859,0.011372221633791924,0.7,1.0,1.0,True,10,0.0001,0.0046415888336127,0.9
1,29.28168320966824,0.9364453492007604,0.001178426668047905,0.016819888725876808,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
2,34.428017123853195,0.9766418014425242,0.0003362765710335225,0.009548619389533997,0.7,1.0,1.0,True,10,0.0001,0.0004641588833612,0.9
3,32.26679958713313,0.9406476054932649,0.0005478821112774312,0.005850721150636673,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
4,29.683156761099273,0.922275210078133,0.0010600779205560684,0.007486311718821526,0.7,1.0,1.0,True,10,0.0001,0.0021544346900318,0.9
5,33.969093767806534,0.9648123641639671,0.0003708147560246289,0.006135021336376667,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
6,31.281384547277675,0.9591701202502069,0.0006093310075812042,0.007299886550754309,0.7,1.0,1.0,True,10,0.0001,0.001,0.9
7,37.070544296813345,0.979493173913813,0.00019433806301094592,0.004365370608866215,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
8,30.878537703562742,0.9340180529606354,0.0008099192637018859,0.014483644627034664,0.7,1.0,1.0,True,10,0.0001,0.001,0.9
9,20.19486875335597,0.8104360942633067,0.009427963756024837,0.01763627678155899,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
10,30.488105552046164,0.9680819955680392,0.0008832069579511881,0.01242295652627945,0.7,1.0,1.0,True,10,0.0001,0.0021544346900318,0.9
11,33.82204143753704,0.9616952779154044,0.0004141537647228688,0.008085351437330246,0.7,1.0,1.0,True,10,0.0001,0.0464158883361277,0.9
12,28.3975733776563,0.9607279546581924,0.001436404068954289,0.009779314510524273,0.7,1.0,1.0,True,10,0.0001,0.0046415888336127,0.9
13,24.277194623514795,0.9032101882770018,0.0037237326614558697,0.015216491185128689,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
14,38.37988936019481,0.9797464375248635,0.00014502771955449134,0.008438442833721638,0.7,1.0,1.0,True,10,0.0001,0.0004641588833612,0.9
15,41.84504770654243,0.9728574487385488,6.528120866278186e-05,0.005234504118561745,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
16,37.92932092777806,0.9756982925014476,0.00016056050662882626,0.005936245433986187,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
17,40.769355894959325,0.9794449978445583,8.367696864297614e-05,0.007500729523599148,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
18,30.884355701802136,0.9438125401066368,0.0007872348069213331,0.00527008343487978,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
19,30.740146408926794,0.9570148514797074,0.0008152033551596105,0.007452437188476324,0.7,1.0,1.0,True,10,0.0001,0.0046415888336127,0.9
20,33.354497054706144,0.9384205354270944,0.0003952284750994295,0.010396950878202915,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
21,41.259627357308545,0.9866984618522066,7.474210724467412e-05,0.0056742154993116856,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
22,25.802133235480525,0.9247384061328048,0.002578976796939969,0.01203084271401167,0.7,1.0,1.0,True,10,0.0001,0.0004641588833612,0.9
23,33.42285926717955,0.9449862998874687,0.00045379961375147104,0.008215193636715412,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
24,32.65356549298986,0.9336474047141424,0.0005405734409578145,0.012812145054340363,0.7,1.0,1.0,True,10,0.0001,0.0002154434690031,0.9
25,39.3295735569918,0.9598311263264394,0.00011612477828748524,0.0040143802762031555,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
26,32.51821308833577,0.9341524231360054,0.00046646103146485984,0.011552400887012482,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
27,35.84374155125165,0.9753254243279389,0.0002600805019028485,0.009371215477585793,0.7,1.0,1.0,True,10,0.0001,0.0046415888336127,0.9
28,30.360627721672763,0.9133421756699345,0.0008029885357245803,0.017103319987654686,0.7,1.0,1.0,True,10,0.0001,0.0046415888336127,0.9
29,30.586896741678373,0.9805984189512806,0.0008725409861654043,0.008373405784368515,0.7,1.0,1.0,True,10,0.0001,0.0046415888336127,0.9
30,25.93358360043198,0.9455542402732175,0.002546711126342416,0.006854165345430374,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
31,21.016407380297736,0.8539677817936481,0.007838122546672821,0.02288256213068962,0.7,1.0,1.0,True,10,0.0001,0.01,0.9
32,36.598308157558414,0.9682405684585419,0.00021862804715055972,0.006245870143175125,0.7,1.0,1.0,True,10,0.0001,0.0215443469003188,0.9
