sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,alpha_init,reg_fct_type,sampling_param,best_anis_param,best_anis_idx,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
600,0.05,True,169.7661280090924,159.05360061413455,0.044726191713724994,0.1,0.01,anisotropic,0.0125,0.021544346900318822,7,100000,81.19577026367188,37.1741866451754,0.9805536016805168,5.508853416938814,37.06666576827298,0.9879398956908706,5.6469417026751865,3.57669202751122
601,0.05,True,279.31174869292664,293.1209139521593,0.04178718498533092,0.1,0.01,anisotropic,0.0125,0.21544346900318823,10,100000,80.83906316757202,39.17271522679615,0.9892345874850761,9.437651781514209,39.62152607920577,0.9915667445670745,8.511044554582105,5.33060274024474
602,0.05,True,177.83347379247007,62.28341804091773,0.12145428794189793,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,81.46860241889954,36.341039209258426,0.964352621249537,6.294319746789181,36.45046707757491,0.967786026675437,6.1377050464867144,1.8788893326003904
603,0.05,True,89.61383122329856,92.3575168245856,0.05640306104141443,0.1,0.01,anisotropic,0.0125,0.1,9,100000,80.70297980308533,43.24790707423184,0.993883642011916,0.379632671331519,43.20180927154495,0.9941585849037018,0.383683710321538,2.1825016443510945
604,0.05,True,121.5152352295002,132.13874120172795,0.06931022134043059,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,81.93906092643738,38.30637328318851,0.9757194729616351,2.1153117345701213,38.50904404200034,0.9797986197002241,2.0188651105441973,3.6421451003111973
605,0.05,True,461.31798926469304,285.17787433872905,0.1165320892332687,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,81.20424509048462,33.69154006104012,0.9239705983457657,90.41700196429997,35.70005730609284,0.9638882650578643,56.93749788035595,9.66607093690508
606,0.05,True,207.12738468738672,201.50275278939924,0.046504804467810246,0.1,0.01,anisotropic,0.0125,0.21544346900318823,10,100000,80.3214213848114,43.44808376033167,0.9940179428642292,1.9355979509885515,43.77406389671586,0.9966413936796779,1.795631188322674,3.5198925315853753
607,0.05,True,364.90559118702737,384.16143362470547,0.07083491691400122,0.1,0.01,anisotropic,0.0125,0.01,6,100000,81.17779541015625,38.85781230640937,0.9841791113366133,17.233792092408105,38.919451220865206,0.9886732637499855,16.990922458012342,10.367179867459132
608,0.05,True,503.913853584002,520.9045655752243,0.07511726816451554,0.1,0.01,anisotropic,0.0125,0.021544346900318822,7,100000,81.06936550140381,38.70962078067892,0.9632773335827216,34.10290454164647,38.86845122278257,0.976774273866835,32.87822212185571,13.038758929860734
609,0.05,True,690.704433800736,719.9257409214988,0.04637343284505848,0.1,0.01,anisotropic,0.0125,0.46415888336127775,11,100000,80.71975421905518,38.90425293820405,0.9828711292798389,61.31366908734375,39.11464132274464,0.9870398533300239,58.41420456017945,13.122649860630482
610,0.05,True,40.27282770125784,58.6451209969261,0.0346309694076921,0.1,0.01,anisotropic,0.0125,0.21544346900318823,10,100000,80.2764310836792,39.282388631589804,0.9722708833061151,0.19124726374209147,40.189419396449956,0.982846182903116,0.15520015610316962,1.1229325410163042
611,0.05,True,799.6109885101336,842.4973828676478,0.1080838135592474,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,81.16587162017822,37.30527219819415,0.9677653243070269,117.06925084114366,37.712969389348274,0.9802037523526811,106.57936296079785,22.788359476967607
612,0.05,True,628.2724891014169,555.1289267714916,0.07001288227808468,0.1,0.01,anisotropic,0.0125,0.01,6,100000,80.54315376281738,39.59087699747936,0.9832893499286965,43.10215495924902,40.34774753291822,0.9897553166103858,36.2086164392172,12.705148746965548
613,0.05,True,82.67727291692303,53.95278133673595,0.11003349686172958,0.1,0.01,anisotropic,0.0125,0.00021544346900318845,1,100000,81.77124309539795,33.195220951375745,0.9250506490256613,3.2505413819621056,31.928223228943704,0.9167651508882956,4.351665164924678,2.3596248381464298
614,0.05,True,873.7050454826705,874.0802326923034,0.05485682832783377,0.1,0.01,anisotropic,0.0125,0.01,6,100000,80.35959815979004,36.00015421832316,0.9704076278700348,190.60025956475675,35.89700612606126,0.9757719894275237,195.18134075398274,24.97761603285759
615,0.05,True,920.9515281312814,789.2691824462422,0.08106149102646852,0.1,0.01,anisotropic,0.0125,0.01,6,100000,80.80428695678711,37.68412157311879,0.9755848506008312,141.47540051436866,38.567703780019855,0.9866853838273629,115.43106733808595,19.864707444605834
616,0.05,True,62.016881895008886,60.64469812377349,0.08724792886662808,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,81.0081377029419,37.85691163009881,0.9662022723476136,0.5919014380233811,38.44249318984375,0.9798738896985243,0.5172389710813148,1.5042065154836872
617,0.05,True,277.6007704990565,233.46535207998454,0.07206219915602365,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,81.53566765785217,37.18239566946402,0.9637122277640102,14.626687535799489,36.932995468051445,0.9754163882496827,15.49123363697061,6.726932456103349
618,0.05,True,806.3950785132682,403.7066680399583,0.13613206877746456,0.1,0.01,anisotropic,0.0125,0.0001,0,100000,81.02808594703674,32.29483053916484,0.9079224630653288,372.54223632673614,32.08621579194902,0.957871048533665,390.8741879336874,17.622667479406232
619,0.05,True,748.5114306932747,533.6766716354082,0.07891864753580784,0.1,0.01,anisotropic,0.0125,0.001,3,100000,81.54639482498169,38.50308075809602,0.9731362748666434,77.17976884290589,37.928361670663485,0.9775899997159626,88.09989326358355,15.401666755242216
620,0.05,True,185.33649833702094,164.10930269323825,0.07317348969356291,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,81.3291015625,36.28026671271735,0.9704421370093915,8.07452116225098,37.512695446824935,0.9877180360437865,6.079584564428898,4.063146406365178
621,0.05,True,210.1399740133736,138.82298878508067,0.14351687264363755,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,80.38645076751709,36.35227373991234,0.9672496054345021,9.52808599693216,37.5217666665801,0.9787920221302664,7.278742834939785,4.854510273474206
622,0.05,True,371.1016306885906,365.5718209645564,0.0694221461808057,0.1,0.01,anisotropic,0.0125,0.1,9,100000,80.45525360107422,40.91283658740336,0.9850245291200836,11.159044677762932,42.35299749504317,0.9910061129475944,8.009601801666374,7.774472215799824
