sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,reg_fct_type,sampling_param,best_anis_param,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
0,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0046415888336127,500000,398.3240895271301,26.56834619632776,0.8699155846888827,0.0021555121155048,25.728037598528857,0.8690259629162905,0.0026156602230649,0.0342412856690303
1,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0215443469003188,500000,398.2822947502136,25.16596051554357,0.8957864205967099,0.00304000859198,24.733747219673926,0.9010987034094164,0.0033581194538218,0.0336763362915862
2,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0004641588833612,500000,398.7305397987366,30.36901500958472,0.9028243089530338,0.0008562426363967,27.52378720913383,0.8441458372598211,0.0016486164527486,0.0360884534811143
3,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0215443469003188,500000,402.53800201416016,29.63177399551301,0.9181445829086284,0.0010050547841392,29.45324508118802,0.94823876561598,0.0010472313302552,0.0304457692919546
4,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0021544346900318,500000,414.9061818122864,28.1939650777973,0.9163483461941788,0.0014936779543235,27.04989981218139,0.9299070378770908,0.0019438533514993,0.0345638667335241
5,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.01,500000,412.2528328895569,28.08663358441795,0.9195166767491344,0.0014368221124246,26.837745158771725,0.9172852264353194,0.0019155427362585,0.0331852697971928
6,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.001,500000,405.9787614345551,28.030792384375477,0.909425408783506,0.0012879900008611,23.735456465115345,0.8052614525196035,0.0034629489025451,0.039190938080665
7,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.01,500000,417.0998065471649,31.554679507066325,0.9554037757671144,0.0006920609109924,30.621586940664116,0.9559913749657256,0.0008579334023077,0.027860601952046
8,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.001,500000,410.8640077114105,28.23280615258009,0.9001273753784091,0.0014894120920476,26.3724029190264,0.9082104824517282,0.0022858893211435,0.0411762369447166
9,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.01,500000,406.0689163208008,20.312193738194157,0.7566715962363423,0.0091766761727269,20.21205098828629,0.7612015422016326,0.0093907370826233,0.0407796013846152
