sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,reg_fct_type,sampling_param,best_anis_param,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
500,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0464158883361277,500000,387.6007294654846,23.832465197754047,0.8473451762020887,0.004013399224872601,23.86595960402471,0.8697323229836308,0.003982565450438626,0.029629624974393518
501,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.01,500000,389.03558826446533,27.319769599402083,0.9450749876434182,0.001852105518210713,27.814341601051808,0.9610753803070409,0.0016527551744445483,0.029148257392548373
502,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.001,500000,389.2009274959564,29.223048877016346,0.9165821216036965,0.0011079117184160762,27.036141311737524,0.8772572180806235,0.0018331411752695382,0.034233516077969324
503,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0046415888336127,500000,385.76279282569885,22.20358264982783,0.8806601289813049,0.00601128332818146,22.314688798242173,0.8976523345223308,0.005859446362800304,0.03325349702299203
504,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0046415888336127,500000,389.0494158267975,27.02858700000979,0.9257121772609935,0.0019578392090381885,26.211619360178528,0.9375034386578448,0.0023630547594353673,0.03170092575342155
505,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0046415888336127,500000,390.01580023765564,28.23895622889453,0.948305548169467,0.0014972446619549206,28.63939169810338,0.9667203229416151,0.001365366448042649,0.034808252590935555
506,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0046415888336127,500000,385.49832105636597,24.315547052244323,0.8887823051727074,0.003674601136266058,23.34127453868411,0.8705894880693199,0.004598725174230478,0.03353359918510524
507,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0004641588833612,500000,390.83782410621643,32.78714670741541,0.9216255321684862,0.0005060575751170738,28.966412039433354,0.883777344813939,0.0012197572185176832,0.03488257665393507
508,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0021544346900318,500000,385.1493856906891,28.315492712169835,0.8949865104579164,0.0014473038580013024,24.48772650451086,0.8360908340500633,0.0034941081288222932,0.03756207396040012
509,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0215443469003188,500000,381.903044462204,32.45546362783414,0.9209014644431245,0.0005628217091770062,31.221460852322043,0.9626566300124012,0.0007477753043381681,0.03532853559011169
510,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.001,500000,388.26470494270325,25.461109337823345,0.8495055219200217,0.00256029757859914,23.065270049054682,0.8161099194609948,0.004445026703698525,0.04005033746712225
511,0.7,False,1.0,1.0,0.7,0.1,anisotropic,0.0125,0.0046415888336127,500000,385.3530762195587,25.165493610435135,0.8595972686075468,0.003029636187512217,24.207552297739635,0.8804528155038173,0.003777327242545843,0.03962931983474682
