sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,reg_fct_type,sampling_param,best_anis_param,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
0,0.7,True,375.16557872851513,379.6758996898357,0.6878218068135481,0.1,anisotropic,0.0125,0.0046415888336127,500000,396.4500753879547,26.593276463031575,0.8701397924599755,301.65005719357043,25.721107142964783,0.8688105145936373,368.74007866780545,12.981098694881135
1,0.7,True,950.7635921035062,983.860013800736,0.4549719337235709,0.1,anisotropic,0.0125,0.1,500000,394.0726625919342,23.800199220051415,0.8845552213657255,3763.5355803712023,23.765932274948817,0.8929153975496245,3793.3482987441735,27.019682940690668
2,0.7,True,732.2619478695937,510.3946112441595,0.7466734778789963,0.1,anisotropic,0.0125,0.0004641588833612,500000,397.4987587928772,30.436195165893114,0.905315621157725,452.0763283276395,29.38188793845686,0.88315112766721,576.2918659561051,20.21704618350251
3,0.7,True,599.0598257128396,617.7667649082971,0.49003834659242684,0.1,anisotropic,0.0125,0.1,500000,399.1526620388031,27.876669052116764,0.9179617892530733,540.3070336301272,27.71496609519328,0.9392556370244481,560.8037601004285,15.664207972406487
4,0.7,True,156.8626218019941,144.3955046516051,0.7156876089756529,0.1,anisotropic,0.0125,0.0021544346900318,500000,398.4155912399292,28.193378470247165,0.9162590614464502,36.758228316557236,27.360011439864678,0.9339826304668506,44.53395582675508,5.031369699765071
5,0.7,True,156.83852581586643,145.31330506411007,0.5622189959149615,0.1,anisotropic,0.0125,0.01,500000,401.6239471435547,28.473927830912253,0.9258315905140709,32.328018170540176,27.555198312291882,0.9277925204964197,39.94404418019644,4.787434172816109
6,0.7,True,59.02552855603126,40.97824345373781,0.6637883452934141,0.1,anisotropic,0.0125,0.0021544346900318,500000,405.3876781463623,27.892896312697083,0.9139822424930906,4.632142039786413,26.057604199121034,0.8666327704765775,7.068236615420745,1.6314458926368645
7,0.7,True,866.3099696291603,558.5631429275006,0.8964560685329515,0.1,anisotropic,0.0125,0.0046415888336127,500000,395.6168169975281,31.972340601655507,0.9507256040960341,471.76404156373496,32.40489028503997,0.9713698918215914,427.0412886790287,17.401530328286665
8,0.7,True,601.5138967314656,653.1486268752674,0.5976947095740192,0.1,anisotropic,0.0125,0.001,500000,393.5505383014679,27.94565168406369,0.8989420461667457,575.7337021253185,25.834676122322136,0.8993379734627269,936.0934554941748,26.215294895524778
9,0.7,True,708.3645052182494,642.2203455928593,0.498692429978637,0.1,anisotropic,0.0125,0.0464158883361277,500000,390.28202986717224,19.25057083345318,0.7572690540736299,5879.7827507590555,19.373538626492724,0.7824206566891153,5715.635178187934,21.551586375641236
