sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,reg_fct_type,sampling_param,best_anis_param,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
50,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.2154434690031882,500000,409.3676121234894,25.26253751358376,0.8714821440305309,0.002659391953061789,25.23154765802481,0.8843508944027028,0.0026784363842220177,0.024188466018883862
51,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.0215443469003188,500000,408.33285188674927,33.06238115015447,0.9571621806620033,0.0004913380642719148,32.62867266179223,0.9744023443186962,0.0005429392758382159,0.025381739302609157
52,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.01,500000,409.0627796649933,33.05043844112478,0.9516225434021506,0.00038688466442310707,29.953099513892653,0.9468381046140314,0.0007894332382413546,0.02668191408980969
53,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.0215443469003188,500000,407.02315068244934,28.74901297600229,0.9243429588468104,0.0013323071123169231,30.47880796991796,0.9754506980964637,0.0008945916638299657,0.028728278503051208
54,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.0004641588833612,500000,410.54742074012756,22.748680444106153,0.871172141060285,0.005305525289303798,22.157243314516364,0.8855729721332164,0.00607955934222672,0.03825164488386604
55,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.01,500000,409.9909121990204,33.23274489911021,0.9525567101446961,0.00047092543181481337,30.328225428353264,0.9502449282089056,0.0009191874618768873,0.03056240325586481
56,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.0046415888336127,500000,411.4644889831543,30.815949496298636,0.9170386669866349,0.0008232341314033175,28.008967504241507,0.9355060538725177,0.0015711641724003576,0.026519173431632015
57,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.001,500000,405.5450191497803,32.47535781829661,0.9193865639724025,0.0004239874670735732,27.317942392277654,0.9108061336420425,0.0013902553076670296,0.03414651378591068
58,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.0215443469003188,500000,406.81370210647583,26.092188924717775,0.9433277598647042,0.002458412732083738,26.277801410307646,0.9577372937219962,0.002355556620860409,0.03738560189095144
59,0.07,False,1.0,1.0,0.07,0.1,anisotropic,0.0125,0.01,500000,408.2894401550293,29.709469965428607,0.9705249814783723,0.001068708191508786,28.58695384252411,0.9387372152903634,0.001383919250628984,0.030374385030383273
