sample_idx,sigma_y_tomo,procedure,scale,alpha_norm,sigma_used,reg_param,alpha_init,reg_fct_type,sampling_param,best_anis_param,best_anis_idx,ula_samples,time_ula,psnr_map,ssim_map,mse_map,psnr_mean,ssim_mean,mse_mean,post_std_mean
300,0.35,True,52.63003944743909,52.291260380702596,0.33218844525933816,0.1,0.01,anisotropic,0.0125,0.01,6,100000,76.0766863822937,37.20709429864296,0.9579531844298252,0.5236231410359993,32.01742893400142,0.947379234368679,1.729758080243605,1.4652338046239954
301,0.35,True,531.8232769365799,569.1983698734742,0.25321397825992603,0.1,0.01,anisotropic,0.0125,0.001,3,100000,77.18219590187073,24.413151738565002,0.8793176561847296,987.1884519880509,23.56823841531177,0.8797271549818898,1199.199389428376,20.172882245958817
302,0.35,True,541.0944864884964,671.309018034289,0.295704889600256,0.1,0.01,anisotropic,0.0125,0.1,9,100000,76.17155885696411,28.507219906477896,0.9527092472175256,412.82757362026354,26.787385264940603,0.945816325373312,613.4118495419344,21.294332691466924
303,0.35,True,637.7924715967083,963.0618968805385,0.21138260872440265,0.1,0.01,anisotropic,0.0125,0.1,9,100000,77.39625978469849,19.849224034250405,0.7771615940056761,4185.371179860495,20.250517214057734,0.8011140803464195,3815.967449527718,26.512536715392798
304,0.35,True,726.3652423889389,712.6554554733374,0.29686146905309324,0.1,0.01,anisotropic,0.0125,0.1,9,100000,76.19357776641846,20.49557186923389,0.8207128318415121,4675.573093572667,20.600739775807916,0.8367751342806071,4563.710216624621,19.765427823233328
305,0.35,True,975.8762273830721,889.0756545739115,0.2820000740644952,0.1,0.01,anisotropic,0.0125,0.01,6,100000,76.63825225830078,26.388975158495175,0.9210326753209713,2167.311473273369,23.70897304754811,0.8800841156932915,4017.1823061072487,33.12618836624787
306,0.35,True,516.7840479528941,575.7975965686034,0.32500772923206894,0.1,0.01,anisotropic,0.0125,0.01,6,100000,75.42694568634033,30.992973487483013,0.9450207925531334,209.40901274416342,30.759912294892914,0.9621161378965984,220.95380689476883,17.762495477410216
307,0.35,True,323.6335164683047,481.2577277327948,0.24725434885218214,0.1,0.01,anisotropic,0.0125,0.01,6,100000,76.10683989524841,26.41052107003326,0.8581351901897339,228.11015696892113,21.843146119312333,0.8013190693183175,652.9532959538042,17.160600295756414
308,0.35,True,795.391008573935,610.1069170767886,0.27343237367673395,0.1,0.01,anisotropic,0.0125,0.01,6,100000,76.60760259628296,28.508112645586642,0.9251901972259741,849.7689988660964,27.83593355966822,0.9214759052249195,992.016262515389,18.714816772454046
309,0.35,True,271.56141901081213,239.86039503393138,0.3049539228791042,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,76.19783306121826,35.13296298456183,0.9884336261607292,22.593811948266925,32.72348407969298,0.9822482513714209,39.349335271862294,6.083714614941764
310,0.35,True,439.53244928493046,459.4856811873238,0.2884182041053119,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,76.43030285835266,28.843311356172308,0.9133200691712174,243.825715440772,24.09662984505443,0.8703888789592251,727.357059505802,17.407720918795082
311,0.35,True,79.37792496092369,68.87232641876948,0.2857429159072736,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,76.28121328353882,33.77645027978292,0.9523960275203934,2.6061679923743473,32.518492367897316,0.9721848707158235,3.481754919421593,1.7103718649294857
312,0.35,True,26.325392672042053,22.884097981974264,0.33003231977883846,0.1,0.01,anisotropic,0.0125,0.021544346900318822,7,100000,76.24810266494751,24.160996900643873,0.8813545699615201,2.643853307337252,24.15162227510596,0.9314604852022434,2.6495664594642108,0.6479581374663363
313,0.35,True,962.6857662632472,1104.9880408983688,0.22344805839295434,0.1,0.01,anisotropic,0.0125,0.1,9,100000,76.15619015693665,28.923337412632257,0.9601533733853297,1186.1954162685147,27.933838623634593,0.9636833331582054,1489.7250493746888,29.44927495062593
314,0.35,True,836.1441403916937,767.1018573110853,0.32882281202917857,0.1,0.01,anisotropic,0.0125,0.01,6,100000,76.16372585296631,31.678091911927936,0.9375384647343264,468.02525617514,30.492817610446615,0.9536447548959104,614.8889942851894,27.236035840227693
315,0.35,True,696.2782318876043,539.6985958493531,0.4566700024889338,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,77.29129838943481,37.89050236126424,0.993068275149113,78.61288757694828,37.398660581342554,0.992962821758735,88.03957287281946,13.52493032057052
316,0.35,True,409.5439914698556,416.50239855446995,0.242874548844611,0.1,0.01,anisotropic,0.0125,0.01,6,100000,77.88194704055786,30.81426715036764,0.9595754008125369,135.2006403411862,26.888859471658748,0.9048777055891636,333.8255063364442,11.848285760243444
317,0.35,True,174.12102575077492,268.3165545244799,0.20921254457682067,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,76.1519730091095,29.946634670462483,0.9309772145605718,28.91004282806519,24.079508275304136,0.8891824470326095,111.62497498240819,9.412424616178658
318,0.35,True,157.28060562841495,153.45533926726284,0.31452356416330557,0.1,0.01,anisotropic,0.0125,0.021544346900318822,7,100000,76.267742395401,31.55021241115187,0.9361685372668894,17.17981676998131,27.781195616779595,0.9192467776324833,40.918547312705,5.744190358185005
319,0.35,True,250.99265526643075,235.52491960499665,0.37526490905316334,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,75.62986707687378,28.084376432170465,0.9571809123592893,97.906790286163,28.343628572038426,0.9729384194945451,92.23326850780228,7.815891314436859
320,0.35,True,549.6774380414143,349.4189832082941,0.3307250944934936,0.1,0.01,anisotropic,0.0125,0.004641588833612777,5,100000,76.6235032081604,29.13591799036578,0.9245989023605985,365.11589831753963,30.311566205520634,0.9576604036120752,278.5261156035616,10.756334849569951
321,0.35,True,714.8813267773622,785.4154915641047,0.28940612528908255,0.1,0.01,anisotropic,0.0125,0.1,9,100000,75.88127517700195,32.2723098218256,0.9773517026492695,302.561366189161,31.06327038661316,0.9804115431565023,399.68460091527635,19.95837211162669
322,0.35,True,660.5371793410135,512.3050341399706,0.2945434181936762,0.1,0.01,anisotropic,0.0125,0.046415888336127774,8,100000,75.73360013961792,20.720791940660085,0.8265902211954964,3663.1188104654243,21.129224565273873,0.8497461027162205,3334.323570194271,14.56459557558808
323,0.35,True,280.6539630489969,366.3635240034528,0.26421624115409975,0.1,0.01,anisotropic,0.0125,0.01,6,100000,77.60812139511108,27.062141187280282,0.9345634940505654,153.26632903906187,24.817896296693696,0.90207238118152,256.9633849647229,11.16202911560942
324,0.35,True,954.9104153825309,875.9707304630607,0.25451168060740226,0.1,0.01,anisotropic,0.0125,0.021544346900318822,7,100000,76.92964601516724,26.628880004567996,0.9570370598568059,1971.2659961750078,25.879345201039982,0.9452651743464616,2342.6030849105427,26.07886878530835
325,0.35,True,738.1590197790728,566.9133477328534,0.38393977527405204,0.1,0.01,anisotropic,0.0125,0.002154434690031882,4,100000,76.9022524356842,33.19470449457845,0.9527269053222236,207.7567998884338,28.584354239694317,0.8990920844220468,600.606838350423,16.93658791617029
