sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,29.271378499758846,0.9131569270086854,0.0011567706242203712,0.024373289197683334,1.0,1.4,300,False
1,29.51293601777183,0.9120325786441226,0.0011173193342983723,0.02497093565762043,1.0,1.4,300,False
2,29.842704768333732,0.8752585045851082,0.000966557883657515,0.022720813751220703,1.0,1.4,300,False
3,31.11386898626259,0.9498775997107199,0.0007144638220779598,0.020412886515259743,1.0,1.4,300,False
4,24.253978929305898,0.8697171837251952,0.0037004591431468725,0.027880603447556496,1.0,1.4,300,False
5,32.36386988666562,0.967847851446231,0.0005366355180740356,0.02049833908677101,1.0,1.4,300,False
6,30.7590658898358,0.9516011637061742,0.000687203137204051,0.023522064089775085,1.0,1.4,300,False
7,34.17185975955817,0.900981998197942,0.00037881426396779716,0.018276484683156013,1.0,1.4,300,False
8,30.03511668620192,0.9374886198647866,0.0009835213422775269,0.02069946564733982,1.0,1.4,300,False
9,27.889664379083072,0.8779287870642785,0.00160301779396832,0.034886885434389114,1.0,1.4,300,False
