sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-93.59372608631638,-1.066347015111745e-09,2237472256.0,276551.03125,0.25,400,0.6
1,-93.14327340653223,5.315488902674831e-10,2059672832.0,277795.8125,0.25,400,0.6
2,-94.33325390820218,7.40244595018604e-11,2528271616.0,285032.59375,0.25,400,0.6
3,-96.75757907267835,-1.1946731601198138e-10,4376481280.0,289642.5625,0.25,400,0.6
4,-93.6919581989146,-3.1231811502562444e-10,2305946880.0,275517.03125,0.25,400,0.6
5,-92.3069156966593,-3.31042439084386e-10,1573105920.0,282999.625,0.25,400,0.6
6,-93.69027971670184,-1.535949107999983e-10,1914342912.0,277145.28125,0.25,400,0.6
7,-95.11298479656477,-4.0074178456813096e-10,3213000448.0,286477.71875,0.25,400,0.6
8,-94.64771188264038,-1.1804938230646121e-09,2891123712.0,275483.375,0.25,400,0.6
9,-94.34581863943626,2.6651433116118415e-09,2682172160.0,275291.6875,0.25,400,0.6
