sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,23.827649450016708,0.8673732528659794,0.004051540046930313,0.023147720843553543,0.35,0.4,100,True
1,22.312293870387823,0.8394116701748533,0.0058646416291594505,0.03383256494998932,0.35,0.4,100,True
2,29.033311336156356,0.9247426163134025,0.0011645742924883962,0.015815837308764458,0.35,0.4,100,True
3,29.998486833536496,0.9032819660916787,0.0009236735058948398,0.02521440200507641,0.35,0.4,100,True
4,29.227341497488357,0.9432919744721261,0.001177387312054634,0.019899237900972366,0.35,0.4,100,True
5,24.940948222728906,0.8795189313822156,0.002964637242257595,0.02775990217924118,0.35,0.4,100,True
6,23.170451239067678,0.8490281579809827,0.003944087773561478,0.034526269882917404,0.35,0.4,100,True
7,31.22735149813601,0.9496602227967098,0.0007462376379407942,0.014302408322691917,0.35,0.4,100,True
8,22.374805571029732,0.8267379930178381,0.005738718435168266,0.030258312821388245,0.35,0.4,100,True
9,18.57598103302507,0.6920657994898883,0.013686949387192726,0.04460772126913071,0.35,0.4,100,True
