sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,32.08389096411059,0.9504089624869904,0.0006053352844901383,0.013832305558025837,0.5,1.0,200
1,36.758556986400535,0.9795030443107381,0.00021067608031444252,0.013781881891191006,0.5,1.0,200
2,33.61009720304174,0.9390405932723922,0.00040596502367407084,0.012110937386751175,0.5,1.0,200
3,38.60140007479317,0.98500054428821,0.00012741693353746086,0.00972968153655529,0.5,1.0,200
4,25.007995124315347,0.8889173526741334,0.0031106702517718077,0.0157847311347723,0.5,1.0,200
5,37.102098627215014,0.9819548403377134,0.0001802422193577513,0.010061739943921566,0.5,1.0,200
6,36.92180005911787,0.9852330261308957,0.0001662691793171689,0.01240590214729309,0.5,1.0,200
7,36.72449255880439,0.9367128457601103,0.00021045685571152717,0.008909630589187145,0.5,1.0,200
8,33.35009790411973,0.9665327856876532,0.00045844336273148656,0.012726816348731518,0.5,1.0,200
9,35.31243064412341,0.966789724041926,0.00029017619090154767,0.01808442547917366,0.5,1.0,200
