sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.92231518843789,0.8913229641694886,0.0025012295227497816,0.02349190041422844,0.07,1.0,400,True
1,21.63302398888323,0.8108746968589384,0.00685754232108593,0.030207285657525063,0.07,1.0,400,True
2,29.193861478031895,0.921555772487208,0.0011223084293305874,0.018392058089375496,0.07,1.0,400,True
3,30.39929550041564,0.9101658975599781,0.0008422432583756745,0.025007223710417747,0.07,1.0,400,True
4,29.06100327373708,0.9554647270463199,0.0012233569286763668,0.02169284224510193,0.07,1.0,400,True
5,26.959031002958064,0.908348963602174,0.0018627874087542295,0.02681577019393444,0.07,1.0,400,True
6,23.238707604862956,0.848789197320738,0.0038825846277177334,0.036168042570352554,0.07,1.0,400,True
7,35.58279511818804,0.9714278627506104,0.0002737365721259266,0.014821483753621578,0.07,1.0,400,True
8,23.33619634036249,0.8388268329224514,0.004599131643772125,0.02644267864525318,0.07,1.0,400,True
9,18.628799260505858,0.6907732932459778,0.013521499931812286,0.04427073895931244,0.07,1.0,400,True
