sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,34.79846038161921,0.9709220663620346,0.00032399556948803365,0.013387004844844341,0.35,0.9,25,9.999999999999999e-06,0.0215443469003188,True
1,31.342525477563782,0.9523580673201657,0.0007331930682994425,0.016606541350483894,0.35,0.9,25,9.999999999999999e-06,0.0215443469003188,True
2,33.340420753439936,0.9618947116736903,0.0004319726431276649,0.01026938296854496,0.35,0.9,25,9.999999999999999e-06,0.0001,True
3,36.03125229079802,0.951220685102899,0.00023027241695672274,0.005084807984530926,0.35,0.9,25,9.999999999999999e-06,0.0046415888336127,True
4,32.51974624619148,0.9559600727000227,0.000551669392734766,0.009807211346924305,0.35,0.9,25,9.999999999999999e-06,0.0021544346900318,True
5,35.688536905606895,0.9597485928927905,0.0002495817025192082,0.0049148984253406525,0.35,0.9,25,9.999999999999999e-06,0.01,True
6,30.56167756987535,0.9639207134859481,0.0007191573968157172,0.007634821347892284,0.35,0.9,25,9.999999999999999e-06,0.0021544346900318,True
7,42.67158217344702,0.9840448186093685,5.351235449779779e-05,0.0036194503773003817,0.35,0.9,25,9.999999999999999e-06,0.0021544346900318,True
8,30.502696925727093,0.9323846642331627,0.0008831324521452188,0.010081999935209751,0.35,0.9,25,9.999999999999999e-06,0.0215443469003188,True
9,21.128472823281687,0.8179853084018758,0.007604270242154598,0.02535887435078621,0.35,0.9,25,9.999999999999999e-06,0.0215443469003188,True
