sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.726149372918265,0.9700796337811693,0.00032943530823104084,0.00957611296325922,0.1,1.4,50,False
1,40.56743194522342,0.9866746701723036,8.764510857872665e-05,0.007853284478187561,0.1,1.4,50,False
2,38.753429131565966,0.9885396420402054,0.00012420967686921358,0.008395026437938213,0.1,1.4,50,False
3,42.03656191085539,0.9891364904287799,5.777114347438328e-05,0.0067458502016961575,0.1,1.4,50,False
4,27.790926314826695,0.9317739019948909,0.0016389318043366075,0.01131399068981409,0.1,1.4,50,False
5,44.06904507025594,0.9944372338899272,3.6237805034033954e-05,0.007286806125193834,0.1,1.4,50,False
6,40.286437983126305,0.9895346133332503,7.662101415917277e-05,0.009315922856330872,0.1,1.4,50,False
7,40.60647701774312,0.977776685435521,8.609235374024138e-05,0.006169657222926617,0.1,1.4,50,False
8,34.29361707670898,0.963705600161486,0.00036892134812660515,0.00918422918766737,0.1,1.4,50,False
9,41.23258457307797,0.9867052695761032,7.424142677336931e-05,0.01005964819341898,0.1,1.4,50,False
