sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,33.034076782845965,0.9578761651543026,0.0004863818467129022,0.016118351370096207,0.25,1.0,200
1,34.39913445242168,0.9391038335928976,0.00036270826240070164,0.01314298715442419,0.25,1.0,200
2,32.44731046239254,0.9802122721016038,0.00053060008212924,0.012047427706420422,0.25,1.0,200
3,38.10695601564667,0.9878313047321219,0.0001427813695045188,0.009283443912863731,0.25,1.0,200
4,34.04840285468778,0.9876201257986181,0.000387983483960852,0.009974425658583641,0.25,1.0,200
5,39.349819402372034,0.9860710828758246,0.00010741981532191858,0.009560944512486458,0.25,1.0,200
6,37.22873796544412,0.990425594896847,0.00015492372040171176,0.009991314262151718,0.25,1.0,200
7,36.36017394194757,0.9658275873576155,0.00022887317754793912,0.007175280246883631,0.25,1.0,200
8,34.69600607498264,0.9735790644575322,0.00033627526136115193,0.013520735315978527,0.25,1.0,200
9,36.71552969601823,0.9815808972276524,0.00021006411407142878,0.014324248768389225,0.25,1.0,200
