sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,30.633479829240734,0.936644100117948,0.0008453510235995054,0.016978023573756218,1.0,1.4,50,False
1,32.53761593461606,0.9553782562922275,0.0005568129126913846,0.018708499148488045,1.0,1.4,50,False
2,31.822790129129746,0.9117199023964482,0.0006126597290858626,0.016026299446821213,1.0,1.4,50,False
3,34.094645133124395,0.9724608037632316,0.00035966868745163083,0.013612283393740654,1.0,1.4,50,False
4,24.204529146328234,0.8743083861971283,0.003742834087461233,0.020237300544977188,1.0,1.4,50,False
5,34.79255093594767,0.9795777465152421,0.0003067688667215407,0.013371976092457771,1.0,1.4,50,False
6,33.45836879930898,0.9655895236998766,0.0003691091842483729,0.01607353985309601,1.0,1.4,50,False
7,36.02771841777825,0.9208310281606036,0.00024708162527531385,0.012566013261675835,1.0,1.4,50,False
8,31.086963387310462,0.9495962631760859,0.0007719677523709834,0.016152260825037956,1.0,1.4,50,False
9,32.80570455933345,0.9485328559435988,0.0005168141215108335,0.022480826824903488,1.0,1.4,50,False
