sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,26.1835003134347,0.9036923330159468,0.0023552393540740013,0.02151048369705677,0.05,0.8,100,True
1,21.808473630192815,0.8226752545362541,0.006586027331650257,0.03075762279331684,0.05,0.8,100,True
2,29.445266453425575,0.9235615938248581,0.0010591846657916903,0.01695476658642292,0.05,0.8,100,True
3,31.654765272334785,0.9242026913369034,0.0006307984003797174,0.023667970672249794,0.05,0.8,100,True
4,29.527699317066975,0.96168855637681,0.0010987112764269114,0.01936291716992855,0.05,0.8,100,True
5,26.818170392923328,0.9099560352109596,0.0019241961417719722,0.02555123157799244,0.05,0.8,100,True
6,23.73661358668402,0.8689958670410117,0.0034620261285454035,0.03390611335635185,0.05,0.8,100,True
7,36.94194939620736,0.9746158272643084,0.00020017847418785095,0.013928995467722416,0.05,0.8,100,True
8,23.318111129504153,0.8473907192256898,0.004618323873728514,0.02624635398387909,0.05,0.8,100,True
9,18.669217474172154,0.697478788758035,0.013396244496107101,0.04218919202685356,0.05,0.8,100,True
