sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,30.14496705849873,0.87350772024239,0.0009459939901717007,0.0369359515607357,0.5,0.4,200
1,30.05671313514018,0.8024076845934682,0.000985824386589229,0.04610618203878403,0.5,0.4,200
2,29.876987373398745,0.8987458700004685,0.0009589580004103482,0.03497118875384331,0.5,0.4,200
3,33.55265591515988,0.9308730518701029,0.00040747554157860577,0.033483799546957016,0.5,0.4,200
4,29.53811078612214,0.8805651822895334,0.0010960805229842663,0.037788018584251404,0.5,0.4,200
5,31.27498154756275,0.8465900995429332,0.0006895539117977023,0.047823771834373474,0.5,0.4,200
6,32.63342014834897,0.9274801342172396,0.00044632345088757575,0.033362578600645065,0.5,0.4,200
7,31.85908954523729,0.7982697808044368,0.0006452133529819548,0.04973950609564781,0.5,0.4,200
8,30.23569148839726,0.836943369088704,0.0009391314233653247,0.03965947404503822,0.5,0.4,200
9,33.38186322220505,0.9186704402599173,0.0004526041157077998,0.03660567104816437,0.5,0.4,200
