sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-75.88651258407867,-1.0566611073814484e-09,37934676.0,44077.5078125,0.5,200,0.2
1,-74.24337287957582,-3.6924636758369118e-09,26534334.0,44071.3671875,0.5,200,0.2
2,-75.60309981379578,-4.302820383990814e-10,33869464.0,43587.8125,0.5,200,0.2
3,-75.59360312534014,2.0573633145346683e-09,33475530.0,44587.1875,0.5,200,0.2
4,-74.87303854603243,1.8576912324020416e-09,30266164.0,44196.58984375,0.5,200,0.2
5,-74.70309101975297,1.8414722114430717e-08,27313384.0,43785.1328125,0.5,200,0.2
6,-77.02689368981305,3.371553206236091e-10,41274432.0,44849.95703125,0.5,200,0.2
7,-74.31657766674545,3.387002184922938e-09,26746692.0,44722.83203125,0.5,200,0.2
8,-75.1770266976097,-4.3137307439263105e-09,32658648.0,44017.890625,0.5,200,0.2
9,-75.18497274864248,5.927347153242552e-09,32538840.0,44157.8046875,0.5,200,0.2
