sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.684933514284314,0.8660515249184858,0.0033257664181292057,0.024143187329173088,0.5,0.6,100,True
1,22.487681434507163,0.8386576872013107,0.005632520187646151,0.03347092121839523,0.5,0.6,100,True
2,28.762867588933617,0.9166930596891649,0.0012394002405926585,0.01819152571260929,0.5,0.6,100,True
3,29.740315636711102,0.8969413440409666,0.0009802470449358225,0.0270678848028183,0.5,0.6,100,True
4,29.167198560079516,0.9388316930478325,0.0011938057141378522,0.02134276181459427,0.5,0.6,100,True
5,25.65995390556603,0.883975247542604,0.0025122968945652246,0.02720182202756405,0.5,0.6,100,True
6,23.61312373467505,0.8509174032123342,0.003561880672350526,0.03513067588210106,0.5,0.6,100,True
7,34.38366249895473,0.9516909068490699,0.0003607829858083278,0.014529279433190823,0.5,0.6,100,True
8,22.89695607236485,0.8342926515073115,0.005088618490844965,0.028095612302422523,0.5,0.6,100,True
9,18.57229712030152,0.6859306947490219,0.013698565773665905,0.04457535222172737,0.5,0.6,100,True
