sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-171.3609128244144,-3.361082418163907e-18,1.3380622718337024e+17,1740318336.0,0.05,0.4,100
1,-171.0384036183925,2.3054359935711005e-17,1.2685606815531008e+17,3243935488.0,0.05,0.4,100
2,-162.9147854784989,4.350921199686588e-18,1.82379880644608e+16,1036871296.0,0.05,0.4,100
3,-167.06163693194088,2.509663155948499e-18,4.693867108080026e+16,1883299328.0,0.05,0.4,100
4,-169.74564794801609,-3.031965276504024e-20,9.294334998347776e+16,2600283648.0,0.05,0.4,100
5,-166.60814620610927,-1.282714027971127e-18,4.235268968572518e+16,1486906752.0,0.05,0.4,100
6,-164.8912423818314,-8.071600914181092e-18,2.524154642091213e+16,1373616640.0,0.05,0.4,100
7,-163.55377861373586,3.8350371932076385e-18,2.2438311461126144e+16,680435840.0,0.05,0.4,100
8,-169.55349682858966,-7.757692894415479e-19,8.946336132182835e+16,2490176256.0,0.05,0.4,100
9,-177.00913635609783,-1.0144807866041152e-19,4.952430925347553e+17,3334080000.0,0.05,0.4,100
