sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,20.27641168219976,0.7940277802135506,0.009177912026643753,0.02284977026283741,0.7,0.2,500,True
1,22.336448054834154,0.8289048840322795,0.005832115188241005,0.03638039529323578,0.7,0.2,500,True
2,24.222761933475763,0.8304061899128957,0.003525511594489217,0.013096848502755165,0.7,0.2,500,True
3,28.120292666328005,0.8669444178370422,0.001423435751348734,0.030338160693645477,0.7,0.2,500,True
4,24.647815363676962,0.9092353467740142,0.0033796518109738827,0.0250539593398571,0.7,0.2,500,True
5,22.09688865411197,0.7865756738990289,0.005706601310521364,0.029170988127589226,0.7,0.2,500,True
6,21.467019598606136,0.7809687955085125,0.005838344804942608,0.03764089569449425,0.7,0.2,500,True
7,20.536410447126094,0.828912460909324,0.008749258704483509,0.011213296093046665,0.7,0.2,500,True
8,21.799190447306614,0.8034210020966213,0.006552038714289665,0.03527846187353134,0.7,0.2,500,True
9,18.366156885666435,0.6708233362211297,0.0143644530326128,0.05013022944331169,0.7,0.2,500,True
