sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-97.40154722706721,-3.035867218983503e-11,5376997376.0,356356.25,0.25,500,0.6
1,-94.98331142367496,3.304674491391479e-10,3146313728.0,353664.5,0.25,500,0.6
2,-96.60272455666652,-4.600899780285513e-11,4263544320.0,355835.3125,0.25,500,0.6
3,-98.70169058456214,-1.2896425956432908e-10,6847565312.0,349789.03125,0.25,500,0.6
4,-94.92813051927838,4.281377350225871e-10,3065254400.0,348997.0625,0.25,500,0.6
5,-95.01013432135966,-5.890406589575112e-11,2931432192.0,355317.78125,0.25,500,0.6
6,-95.13442590328236,-6.320919682087347e-11,2669526784.0,344644.125,0.25,500,0.6
7,-96.64942356375104,-1.2496699381249271e-11,4576723456.0,370206.25,0.25,500,0.6
8,-94.55915263193677,3.8968875863993264e-11,2832766464.0,358317.96875,0.25,500,0.6
9,-98.2688604717331,-1.4538839289523636e-10,6618976256.0,351333.34375,0.25,500,0.6
