sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.000150047072756,0.35068075716994374,0.03092929907143116,0.09403150528669357,0.25,0.4,25,False
1,17.202353164489963,0.5459638695809601,0.01902109757065773,0.09976915270090103,0.25,0.4,25,False
2,23.729089226263348,0.5280441302932045,0.003949930425733328,0.0626436248421669,0.25,0.4,25,False
3,24.28974223460792,0.6779075024779972,0.003438689047470689,0.08366575092077255,0.25,0.4,25,False
4,17.767815283491302,0.4434974093683861,0.016476765275001526,0.09124822169542313,0.25,0.4,25,False
5,18.76783516077022,0.4765600579932476,0.012282389216125011,0.08987791836261749,0.25,0.4,25,False
6,20.30629437569359,0.5348013270748994,0.007627149578183889,0.0827973410487175,0.25,0.4,25,False
7,21.951493426156095,0.5220443036698451,0.00631630327552557,0.08537077903747559,0.25,0.4,25,False
8,18.543157404206138,0.5305661210985263,0.013866911642253399,0.08746621757745743,0.25,0.4,25,False
9,18.86456854696528,0.5757382280889088,0.01280701532959938,0.09622974693775177,0.25,0.4,25,False
