sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,26.295128116916054,0.9024608987202171,0.0022954733576625586,0.02213878557085991,0.05,1.0,50,True
1,21.65290226411242,0.8176955425538992,0.006826226133853197,0.02955148182809353,0.05,1.0,50,True
2,29.546657580425133,0.92574893286506,0.0010347432689741254,0.017663272097706795,0.05,1.0,50,True
3,31.23125243103495,0.9213486621415836,0.0006954114651307464,0.02393556758761406,0.05,1.0,50,True
4,29.395918077858415,0.961654590240942,0.0011325612431392074,0.020557433366775513,0.05,1.0,50,True
5,27.140086060826203,0.9153280958900434,0.0017867253627628088,0.026276467368006706,0.05,1.0,50,True
6,23.401228783277798,0.8595569066061354,0.003739976091310382,0.0353303961455822,0.05,1.0,50,True
7,36.446280311364795,0.9761512286122984,0.00022438006999436766,0.01404326781630516,0.05,1.0,50,True
8,23.3671222776918,0.8445290687709751,0.004566498100757599,0.026044735684990883,0.05,1.0,50,True
9,18.66116003919995,0.6956973504183778,0.013421121053397655,0.04310246929526329,0.05,1.0,50,True
