sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.363932646438784,0.5211263100688951,0.02259393036365509,0.05542090907692909,0.25,1.2,200,False
1,18.304300621925133,0.6806864559040592,0.014758453704416752,0.05539249628782272,0.25,1.2,200,False
2,26.258581397489383,0.783494608586866,0.0022061762865632772,0.033465221524238586,0.25,1.2,200,False
3,28.32999007970657,0.8615174949535825,0.00135633850004524,0.04890229552984238,0.25,1.2,200,False
4,19.83831224464059,0.6545378304809506,0.010228742845356464,0.07111010700464249,0.25,1.2,200,False
5,19.95543019185415,0.6707387932152327,0.009343797340989113,0.05021657422184944,0.25,1.2,200,False
6,19.706836036910833,0.6261033108387641,0.008756048046052456,0.061218034476041794,0.25,1.2,200,False
7,25.69372876055992,0.7695979097679303,0.00266832928173244,0.04270435497164726,0.25,1.2,200,False
8,18.560889450371867,0.6140936901299711,0.013810409232974052,0.055715855211019516,0.25,1.2,200,False
9,19.357173683357196,0.7364146217094532,0.011433715932071209,0.06557046622037888,0.25,1.2,200,False
