sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.338892584286906,0.8871629072424847,0.002860854845494032,0.02234383299946785,0.25,0.6,100,True
1,22.18814537840781,0.832436929655548,0.0060347095131874084,0.032553769648075104,0.25,0.6,100,True
2,29.25860286478133,0.9229329637235215,0.001105701900087297,0.017039166763424873,0.25,0.6,100,True
3,30.511918947842513,0.9089122428198347,0.0008206826751120389,0.02551756054162979,0.25,0.6,100,True
4,29.569784966478192,0.9509250773088113,0.001088115619495511,0.019869087263941765,0.25,0.6,100,True
5,26.056919250266716,0.8957822794051191,0.0022928437683731318,0.026262203231453896,0.25,0.6,100,True
6,23.773417864451215,0.8624963797885228,0.003432811237871647,0.03368173912167549,0.25,0.6,100,True
7,36.540819165584956,0.9657013453043405,0.00021954845578875393,0.013500080443918705,0.25,0.6,100,True
8,22.886325444498112,0.8357636879387743,0.005101089831441641,0.027543094009160995,0.25,0.6,100,True
9,18.59896372534074,0.691320404128004,0.013614710420370102,0.04302321746945381,0.25,0.6,100,True
