sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.982818846874952,0.8932203728001266,0.0024666255339980125,0.023247074335813522,0.07,1.0,300,True
1,21.64361125064074,0.812152322922123,0.006840846035629511,0.030091002583503723,0.07,1.0,300,True
2,29.240538999953564,0.9221827564007767,0.0011103104334324598,0.01827589049935341,0.07,1.0,300,True
3,30.501913792991942,0.9116729717005825,0.0008225755300372839,0.02485254406929016,0.07,1.0,300,True
4,29.11419255214353,0.9563323164933483,0.0012084655463695526,0.021512825042009354,0.07,1.0,300,True
5,26.98980414475713,0.9094450881520153,0.0018496346892789006,0.026706282049417496,0.07,1.0,300,True
6,23.269462596037794,0.8503803428850271,0.003855187213048339,0.036019276827573776,0.07,1.0,300,True
7,35.717544038754426,0.9722103762245277,0.00026537373196333647,0.01467302069067955,0.07,1.0,300,True
8,23.33964171603543,0.8397024935333812,0.004595485050231218,0.026372570544481277,0.07,1.0,300,True
9,18.636492134831887,0.6918262638923783,0.013497568666934967,0.0440908744931221,0.07,1.0,300,True
