sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,34.26295387937385,0.8642856602317205,0.0003665132389869541,0.042378637939691544,0.25,0.2,300
1,30.809992392133815,0.7911559174049231,0.0008288418175652623,0.045411430299282074,0.25,0.2,300
2,32.55528476721763,0.8680942457542208,0.0005175708793103695,0.036428987979888916,0.25,0.2,300
3,34.69901416913599,0.8931939963893378,0.0003129433316644281,0.038389891386032104,0.25,0.2,300
4,32.580350687135216,0.8714248206777838,0.0005440244567580521,0.03687566891312599,0.25,0.2,300
5,33.554912876376434,0.8123628150564075,0.0004079201025888324,0.05066164210438728,0.25,0.2,300
6,32.80875768647641,0.849763246459773,0.00042866295552812517,0.04202480986714363,0.25,0.2,300
7,32.93118139236589,0.7739316030637091,0.0005040738615207374,0.050141289830207825,0.25,0.2,300
8,33.77912290368231,0.8481049110307536,0.00041532033355906606,0.0413539744913578,0.25,0.2,300
9,34.358109438144936,0.8814679340596846,0.00036148796789348125,0.04594740644097328,0.25,0.2,300
