sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,22.284686269593124,0.8111524859849859,0.00577984843403101,0.026785826310515404,0.7,0.4,400,True
1,22.51632964511254,0.8327370868802121,0.005595487542450428,0.035931915044784546,0.7,0.4,400,True
2,27.232836686651844,0.8770581469923364,0.0017628471832722425,0.01872226782143116,0.7,0.4,400,True
3,28.897241817819786,0.876272128568716,0.0011902630794793367,0.029853833839297295,0.7,0.4,400,True
4,27.72764367070449,0.9169018562033511,0.001662988099269569,0.023221928626298904,0.7,0.4,400,True
5,24.2026394585136,0.8352417605267632,0.0035140053369104862,0.030494581907987595,0.7,0.4,400,True
6,22.216439674110923,0.8025723237622869,0.0049130115658044815,0.03813246265053749,0.7,0.4,400,True
7,22.950274866381406,0.8430724826759598,0.005018626339733601,0.015747983008623123,0.7,0.4,400,True
8,22.20476339344966,0.8106956971657652,0.005967867560684681,0.032527122646570206,0.7,0.4,400,True
9,18.292087340510015,0.6631695707178142,0.014611542224884033,0.049931369721889496,0.7,0.4,400,True
