sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.170971158616577,0.5093408746421912,0.02362043783068657,0.05765021964907646,0.7,1.0,100,False
1,18.580820126198272,0.6882435915012841,0.013848057016730309,0.05693361908197403,0.7,1.0,100,False
2,25.982959001549204,0.7723044262074705,0.0023507282603532076,0.034059423953294754,0.7,1.0,100,False
3,27.939358549273365,0.8574660864742271,0.0014839909272268414,0.049499738961458206,0.7,1.0,100,False
4,19.687873994186024,0.6411841507972916,0.01058927271515131,0.07260482013225555,0.7,1.0,100,False
5,19.780118602195817,0.6471043159910759,0.009728694334626198,0.05039304122328758,0.7,1.0,100,False
6,19.83229983970872,0.6345547961140785,0.00850671250373125,0.06142871826887131,0.7,1.0,100,False
7,25.54848845526483,0.763031388623342,0.002759074792265892,0.04169289022684097,0.7,1.0,100,False
8,18.591992311558812,0.6089642714507569,0.013711856678128242,0.056622352451086044,0.7,1.0,100,False
9,19.358793334375346,0.7338858470006536,0.011429453268647194,0.06571665406227112,0.7,1.0,100,False
