sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.14188334351669,0.5047140775125573,0.02377917431294918,0.060382768511772156,0.5,1.2,300,False
1,18.485595631299724,0.68422808276919,0.014155047945678234,0.05753404274582863,0.5,1.2,300,False
2,25.939266755976703,0.7665161640919468,0.0023744972422719,0.03697393462061882,0.5,1.2,300,False
3,28.18741150384731,0.8559937245250874,0.0014016061322763562,0.05079178512096405,0.5,1.2,300,False
4,19.834496181351565,0.6433548434413187,0.010237735696136951,0.0740731954574585,0.5,1.2,300,False
5,19.92155322402183,0.6555522847738945,0.009416967630386353,0.05164787173271179,0.5,1.2,300,False
6,19.58006649277447,0.6316807188000374,0.0090154018253088,0.06360989063978195,0.5,1.2,300,False
7,25.524493027696415,0.766007663881535,0.002774361055344343,0.043882276862859726,0.5,1.2,300,False
8,18.55617334511909,0.603915224042011,0.013825413770973682,0.05754884332418442,0.5,1.2,300,False
9,19.25333758250085,0.7115356476617168,0.011710381135344505,0.07080914080142975,0.5,1.2,300,False
