sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.918595937807947,0.8882228034920654,0.002503372495993972,0.024128733202815056,0.07,1.4,100,True
1,21.56127534071082,0.8089289034354443,0.006971775088459253,0.030974669381976128,0.07,1.4,100,True
2,28.94577443783145,0.9185603418002065,0.0011882857652381063,0.02059957943856716,0.07,1.4,100,True
3,29.48724760608919,0.9028651050125682,0.001039064140059054,0.025410853326320648,0.07,1.4,100,True
4,28.935338033083255,0.9571442682799663,0.00125927256885916,0.022762490436434746,0.07,1.4,100,True
5,26.832416392644824,0.9083997040301738,0.001917894696816802,0.027613094076514244,0.07,1.4,100,True
6,23.375460847984726,0.8512742057140754,0.003762232605367899,0.03776995837688446,0.07,1.4,100,True
7,34.861680019257314,0.9707455228787335,0.0003231798764318228,0.015110683627426624,0.07,1.4,100,True
8,23.503419528905827,0.8392161704982862,0.004425410181283951,0.027565836906433105,0.07,1.4,100,True
9,18.360049665490557,0.6740648585129712,0.01438466738909483,0.0471062958240509,0.07,1.4,100,True
