sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,28.626660741425848,0.9444180685487145,0.0013418964808806777,0.0063941990956664085,0.7,0.9,1,0.0001,0.0215443469003188,True
1,30.914746425763436,0.9397255905603046,0.0008090889314189553,0.01238403469324112,0.7,0.9,1,0.0001,0.0215443469003188,True
2,31.210557890252282,0.9546159123703915,0.0007054115412756801,0.005280306097120047,0.7,0.9,1,0.0001,0.0001,True
3,33.80424379422059,0.9467192419542247,0.00038454108289442956,0.003317090915516019,0.7,0.9,1,0.0001,0.0021544346900318,True
4,31.07309254074295,0.9551849420210279,0.0007697403198108077,0.004441272001713514,0.7,0.9,1,0.0001,0.0021544346900318,True
5,32.303462290441274,0.9614240172846767,0.0005441519315354526,0.0028425741475075483,0.7,0.9,1,0.0001,0.0046415888336127,True
6,28.545164769420033,0.9643358113888124,0.0011441296664997935,0.003754460019990802,0.7,0.9,1,0.0001,0.0021544346900318,True
7,41.802951905369596,0.9875986099058629,6.536076398333535e-05,0.0018630345584824681,0.7,0.9,1,0.0001,0.0021544346900318,True
8,30.674699082710347,0.9524811003953064,0.0008488395251333714,0.004829712212085724,0.7,0.9,1,0.0001,0.01,True
9,20.209903407103297,0.8199341838359864,0.009395381435751915,0.0072838119231164455,0.7,0.9,1,0.0001,0.0215443469003188,True
