sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,28.329882923141476,0.827395185718161,0.0014368015108630061,0.04600000008940697,0.5,0.6,100
1,34.432233317289025,0.9366921853693154,0.0003599544579628855,0.039190828800201416,0.5,0.6,100
2,28.63236308488421,0.7355545900091222,0.001277209143154323,0.03989461436867714,0.5,0.6,100
3,34.28169349827365,0.8880106450142137,0.00034450681414455175,0.03977673128247261,0.5,0.6,100
4,21.071908528770507,0.6737932940098406,0.007699502632021904,0.047575339674949646,0.5,0.6,100
5,29.498523128206585,0.8465425035127192,0.0010380399180576205,0.044446129351854324,0.5,0.6,100
6,31.253727549602075,0.8847229295132453,0.0006132237031124532,0.041758399456739426,0.5,0.6,100
7,28.994651112794227,0.7818482977622145,0.0012478063581511378,0.039126235991716385,0.5,0.6,100
8,35.27973885186518,0.9112418344853709,0.0002939825935754925,0.04143693670630455,0.5,0.6,100
9,31.68086266254674,0.9030344646474033,0.0006696047494187951,0.04639482498168945,0.5,0.6,100
