sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,35.19853371896894,0.9754994333528513,0.00029548245947808027,0.01317528448998928,0.25,0.8,100
1,34.80690076198529,0.9397304538864223,0.0003302028635516763,0.011153564788401127,0.25,0.8,100
2,33.789705522453254,0.984781402437126,0.00038951821625232697,0.00975429080426693,0.25,0.8,100
3,38.81383786473856,0.9891647497966686,0.0001213342256960459,0.007855516858398914,0.25,0.8,100
4,34.11065282099704,0.989401751120024,0.00038246193435043097,0.008491544984281063,0.25,0.8,100
5,41.376289940015354,0.9902556000202433,6.736547948094085e-05,0.008174373768270016,0.25,0.8,100
6,38.45421878624735,0.9942978335577145,0.00011683416232699528,0.007940721698105335,0.25,0.8,100
7,37.47797407633987,0.9732676296349773,0.00017693545669317245,0.006904355250298977,0.25,0.8,100
8,36.75701163134346,0.9824192766004056,0.000209215737413615,0.010973848402500153,0.25,0.8,100
9,40.51051360668231,0.9906946526469338,8.767048711888492e-05,0.010998502373695374,0.25,0.8,100
