sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,22.540798200584604,0.3829729577798687,0.005448855459690094,0.1421975940465927,1.0,0.2,300
1,24.880176498295814,0.5316443789266896,0.003246782813221216,0.12438564747571945,1.0,0.2,300
2,22.370152874483914,0.24003841514782717,0.005401110276579857,0.1367397904396057,1.0,0.2,300
3,24.149438793873806,0.40834417291441155,0.0035515937488526106,0.12652766704559326,1.0,0.2,300
4,18.611074480085993,0.27046536940203847,0.013568945229053497,0.143480584025383,1.0,0.2,300
5,21.613622779270575,0.3277927287327442,0.006378287449479103,0.15101972222328186,1.0,0.2,300
6,22.753037865143106,0.35270014180973847,0.004341980908066034,0.13429850339889526,1.0,0.2,300
7,22.51111684835802,0.2953796728351916,0.005552654154598713,0.13403864204883575,1.0,0.2,300
8,23.803858181420935,0.43554623934411,0.00412961607798934,0.13695640861988068,1.0,0.2,300
9,23.283227974675683,0.4520155399649354,0.004630010575056076,0.14019811153411865,1.0,0.2,300
