sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.920106144904391,0.4945623187723052,0.02502502128481865,0.06286296993494034,0.7,1.4,200,False
1,18.60725502980944,0.6846632671363244,0.013764023780822754,0.059721313416957855,0.7,1.4,200,False
2,25.41786546828061,0.7543870938994067,0.0026773910503834486,0.04029243066906929,0.7,1.4,200,False
3,27.74066911650314,0.8459508962856204,0.0015534604899585247,0.052876416593790054,0.7,1.4,200,False
4,19.956636171853283,0.6394946066334327,0.009953822940587997,0.07642427086830139,0.7,1.4,200,False
5,19.984410272092486,0.6509120609299796,0.009281654842197895,0.05379854887723923,0.7,1.4,200,False
6,19.55729745825847,0.6353158917321843,0.009062791243195534,0.06466703116893768,0.7,1.4,200,False
7,25.560150531910608,0.7686153678396492,0.0027516756672412157,0.04552575945854187,0.7,1.4,200,False
8,18.653018092850672,0.6072304494230493,0.013520530425012112,0.05908214673399925,0.7,1.4,200,False
9,19.243440486755333,0.6943275345419041,0.0117370979860425,0.0752612054347992,0.7,1.4,200,False
