sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,35.073772465116036,0.9718647472275915,0.0003040939918719232,0.009142731316387653,0.1,1.2,200,False
1,41.67514274935109,0.9894381474599749,6.791357736801729e-05,0.00726753706112504,0.1,1.2,200,False
2,38.33540702347123,0.9860395880337224,0.00013675953960046172,0.007917528972029686,0.1,1.2,200,False
3,43.56039641507582,0.9924443418273493,4.067499321536161e-05,0.005923409480601549,0.1,1.2,200,False
4,27.62059605422531,0.9303380003116325,0.0017044878331944346,0.010537981055676937,0.1,1.2,200,False
5,42.342397423064895,0.9917161028728396,5.3929532441543415e-05,0.0064859953708946705,0.1,1.2,200,False
6,41.04316063551775,0.9916820807384387,6.436883268179372e-05,0.008514240384101868,0.1,1.2,200,False
7,40.168771939302786,0.9747878508824929,9.522151231067255e-05,0.005212772637605667,0.1,1.2,200,False
8,34.799567032538434,0.9677123194031794,0.0003283513360656798,0.008510829880833626,0.1,1.2,200,False
9,40.37871399504938,0.9850721395544716,9.037189738592133e-05,0.010287587530910969,0.1,1.2,200,False
