sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,31.22134299294476,0.9660691223477309,0.0007383304182440042,0.008557839319109917,0.07,0.9,50,9.999999999999999e-06,0.0215443469003188,True
1,33.791809315551596,0.9707331526851506,0.0004171477921772748,0.011051656678318977,0.07,0.9,50,9.999999999999999e-06,0.0464158883361277,True
2,-73.90172623666749,0.4849006313399526,22891326.0,1806.38671875,0.07,0.9,50,9.999999999999999e-06,0.0001,True
3,37.864866456582,0.9646063652677679,0.00015096644347067922,0.0031952939461916685,0.07,0.9,50,9.999999999999999e-06,0.0046415888336127,True
4,35.50083581161586,0.9783084918163386,0.00027769620646722615,0.0058314916677773,0.07,0.9,50,9.999999999999999e-06,0.0046415888336127,True
5,35.55859422630974,0.9679337343502832,0.0002571621153037995,0.0032654523383826017,0.07,0.9,50,9.999999999999999e-06,0.001,True
6,31.616075371111215,0.9745961887333292,0.0005641364841721952,0.00480837095528841,0.07,0.9,50,9.999999999999999e-06,0.0021544346900318,True
7,44.525678306169645,0.987761111128441,3.491760799079202e-05,0.002303393790498376,0.07,0.9,50,9.999999999999999e-06,0.0004641588833612,True
8,33.890815442127106,0.9613240774955419,0.00040477525908499956,0.005795220844447613,0.07,0.9,50,9.999999999999999e-06,0.0021544346900318,True
9,20.31450910539817,0.8162392635025532,0.009171784855425358,0.010512318462133408,0.07,0.9,50,9.999999999999999e-06,0.0215443469003188,True
