sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,16.096536547386012,0.5116356110136038,0.02402876317501068,0.05792728066444397,0.5,1.4,100,False
1,18.539038617913533,0.6840267039470409,0.013981927186250687,0.05744742229580879,0.5,1.4,100,False
2,25.96930942808063,0.7755568545563742,0.0023581278510391712,0.03607168421149254,0.5,1.4,100,False
3,28.067961380779103,0.8558360577966853,0.0014406915288418531,0.05071189999580383,0.5,1.4,100,False
4,20.00147154596791,0.6585494785116862,0.009851590730249882,0.07428571581840515,0.5,1.4,100,False
5,19.981587894540397,0.6655662629696706,0.009287687949836254,0.052102576941251755,0.5,1.4,100,False
6,19.67033162283498,0.6302775726209964,0.008829956874251366,0.0628490224480629,0.5,1.4,100,False
7,25.85111358866371,0.7735634055060706,0.0025733623187988997,0.043870240449905396,0.5,1.4,100,False
8,18.693417942455177,0.6214864974084836,0.013395338319242,0.05658580735325813,0.5,1.4,100,False
9,19.33352970644205,0.7155686173282523,0.011496134102344513,0.06959923356771469,0.5,1.4,100,False
