sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,35.119915815424314,0.9721775054201192,0.0003008801431860775,0.008700547739863396,0.1,1.2,100,False
1,41.88000496003148,0.9901403360014975,6.47843990009278e-05,0.006757521070539951,0.1,1.2,100,False
2,38.45649572408869,0.9869723249115319,0.00013299912097863853,0.0072853597812354565,0.1,1.2,100,False
3,43.92613838155626,0.9926290315248156,3.738981467904523e-05,0.005492297932505608,0.1,1.2,100,False
4,27.481363162700386,0.9277002746498806,0.001760018290951848,0.010330884717404842,0.1,1.2,100,False
5,42.839021104760484,0.9924633484814313,4.810213067685254e-05,0.0061700670048594475,0.1,1.2,100,False
6,41.5869512776389,0.9921308761872005,5.6793232943164185e-05,0.008126208558678627,0.1,1.2,100,False
7,40.317808948160796,0.9757021507411673,9.200923523167148e-05,0.004925813525915146,0.1,1.2,100,False
8,35.35523972834828,0.9701430333703295,0.00028891596593894064,0.008150712586939335,0.1,1.2,100,False
9,41.00157247202926,0.9871593456334743,7.82974311732687e-05,0.00965892057865858,0.1,1.2,100,False
