sample_idx,psnr,ssim,mse,post_std_mean,alpha,sigma_used
0,32.41133246822817,0.9408633320883563,0.0005613734247162938,0.022219611331820488,1.0,0.5
1,37.064552353039076,0.9727495069720304,0.00019634311320260167,0.0206012986600399,1.0,0.5
2,31.68324062249891,0.9025311717500197,0.0006326656439341605,0.0203372985124588,1.0,0.5
