sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.87777377852418,0.9710245875659004,0.0003181322827003896,0.008535593748092651,0.1,1.2,50,False
1,41.66114578176079,0.990015315166814,6.813280924689025e-05,0.006549981888383627,0.1,1.2,50,False
2,38.11367687129187,0.985850441166737,0.00014392315642908216,0.0068526435643434525,0.1,1.2,50,False
3,44.20612240120724,0.9928865747063029,3.505539643811062e-05,0.005288082640618086,0.1,1.2,50,False
4,27.09351412155501,0.9217356245895565,0.0019244300201535225,0.010424179956316948,0.1,1.2,50,False
5,43.00191253207636,0.9926291920390784,4.63313699583523e-05,0.0060440353117883205,0.1,1.2,50,False
6,41.98680207477649,0.9926009212608062,5.1797822379739955e-05,0.007954476401209831,0.1,1.2,50,False
7,40.101882308618215,0.9747016693247238,9.669947030488402e-05,0.004851292818784714,0.1,1.2,50,False
8,35.87996256069909,0.9728303868842568,0.0002560349239502102,0.008010325953364372,0.1,1.2,50,False
9,41.41029289401751,0.9887174843849904,7.126486889319494e-05,0.00936439074575901,0.1,1.2,50,False
