sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.83693260675651,0.854965788475451,0.0032113806810230017,0.028294246643781662,0.25,1.2,300,True
1,21.70034990581498,0.8069698201031453,0.0067520542070269585,0.03246774896979332,0.25,1.2,300,True
2,28.271016686134793,0.9103095377905926,0.0013880230253562331,0.0216471366584301,0.25,1.2,300,True
3,28.846030559286213,0.886708614755815,0.00120438146404922,0.02760089561343193,0.25,1.2,300,True
4,28.47540250504065,0.9453536871862978,0.0013999524526298046,0.025490818545222282,0.25,1.2,300,True
5,26.30236238089487,0.8909764939515925,0.0021668565459549427,0.02879422903060913,0.25,1.2,300,True
6,23.020087906298826,0.8345515287186726,0.00408303365111351,0.03946642205119133,0.25,1.2,300,True
7,33.57759527509908,0.9593171361829966,0.00043436294072307646,0.017435632646083832,0.25,1.2,300,True
8,23.422291272660868,0.8320500643025864,0.00450885621830821,0.027899546548724174,0.25,1.2,300,True
9,18.371682987131354,0.6572543851928602,0.014346187002956867,0.049966901540756226,0.25,1.2,300,True
