sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,35.88536829025033,0.9756851249342733,0.0002522599243093282,0.008432747796177864,0.05,1.2,400
1,42.56438773595859,0.9909147305108446,5.533910007216036e-05,0.006483479868620634,0.05,1.2,400
2,39.14372447849357,0.9893376894595084,0.00011353398440405726,0.007179119624197483,0.05,1.2,400
3,44.283709440179344,0.9927013744018641,3.4434691770002246e-05,0.005359839182347059,0.05,1.2,400
4,28.093498838153973,0.9362448763921165,0.0015286343405023217,0.009749779477715492,0.05,1.2,400
5,42.825443435764015,0.9919843477638144,4.825275027542375e-05,0.005986470729112625,0.05,1.2,400
6,42.065400370688444,0.9929451351625878,5.08688208356034e-05,0.007848968729376793,0.05,1.2,400
7,40.7353775726085,0.9789663033619508,8.357463957509026e-05,0.0047276499681174755,0.05,1.2,400
8,35.18622066098499,0.9684762435247285,0.000300381681881845,0.007860048674046993,0.05,1.2,400
9,41.11532475355904,0.987030747059206,7.627325976500288e-05,0.009233972057700157,0.05,1.2,400
