sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,lambda_rd,anis_param,clip
0,25.787560579705143,0.9141375736839938,0.002580055268481374,0.0024329929146915674,0.07,0.9,50,0.01,0.0215443469003188,True
1,26.71851133136375,0.8986693567512759,0.0021262764930725098,0.004136249888688326,0.07,0.9,50,0.01,0.0464158883361277,True
2,-inf,,inf,inf,0.07,0.9,50,0.01,0.0001,True
3,35.37672358874759,0.971630198921397,0.00026772861019708216,0.0016980164218693972,0.07,0.9,50,0.01,0.0046415888336127,True
4,30.53165341911388,0.9557432457343343,0.0008719431352801621,0.0031586855184286833,0.07,0.9,50,0.01,0.0046415888336127,True
5,38.22084134108322,0.978852808890697,0.00013930999557487667,0.0018045060569420457,0.07,0.9,50,0.01,0.001,True
6,30.476081956657296,0.9716409364228893,0.000733471941202879,0.002040220657363534,0.07,0.9,50,0.01,0.0021544346900318,True
7,40.51708323310873,0.9883441639174125,8.788281411398202e-05,0.0012088686926290393,0.07,0.9,50,0.01,0.0004641588833612,True
8,31.95768356875007,0.974114460734145,0.0006317236693575978,0.002531670732423663,0.07,0.9,50,0.01,0.0021544346900318,True
9,19.71422606036774,0.8112387700164428,0.010531305335462093,0.003203465836122632,0.07,0.9,50,0.01,0.0215443469003188,True
