sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,29.402932259142727,0.9162010565944116,0.0011222556931897998,0.020404189825057983,1.0,0.8,100
1,33.88000290654676,0.9686550841242906,0.0004087620764039457,0.020371107384562492,1.0,0.8,100
2,29.338303004954174,0.8323801508071468,0.0010855954606086016,0.01683678664267063,1.0,0.8,100
3,35.821205516575304,0.9560863672764308,0.00024168325762730092,0.014977713115513325,1.0,0.8,100
4,21.440713607207307,0.7729196880049753,0.007072649896144867,0.024549493566155434,1.0,0.8,100
5,30.773140943415207,0.9409348074773517,0.0007740202127024531,0.018429189920425415,1.0,0.8,100
6,34.24989647761198,0.9797237225115237,0.000307611160678789,0.017270896583795547,1.0,0.8,100
7,31.30753056004287,0.8570678675810588,0.0007325870683416724,0.015467182733118534,1.0,0.8,100
8,36.64739599171871,0.9772632613516691,0.00021456353715620935,0.019818447530269623,1.0,0.8,100
9,33.44780865194807,0.9618393799253538,0.0004457834584172815,0.025294069200754166,1.0,0.8,100
