sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,-61.536544557352485,1.2677353291985852e-08,1393283.625,11523.5048828125,0.5,100,0.8
1,-61.223105937960696,-1.1126360646044596e-08,1323675.375,11522.876953125,0.5,100,0.8
2,-61.71986452190957,-8.886797057467197e-09,1385111.75,11525.8740234375,0.5,100,0.8
3,-61.86564387374439,-1.2354966109265562e-08,1418833.75,11526.478515625,0.5,100,0.8
4,-61.462034114565014,9.017710826019262e-08,1379929.5,11523.02734375,0.5,100,0.8
5,-61.57512136050484,-1.9497683525151955e-08,1329163.875,11515.177734375,0.5,100,0.8
6,-62.16580558475562,-3.0668419625982034e-09,1347635.0,11539.8427734375,0.5,100,0.8
7,-61.37203640881892,4.257003810933891e-09,1357737.875,11548.970703125,0.5,100,0.8
8,-61.21965182777677,-2.2556585760384923e-08,1312987.75,11531.4501953125,0.5,100,0.8
9,-61.353382871596054,-7.656716813066214e-09,1346613.875,11542.1337890625,0.5,100,0.8
