sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,31.182885800036644,0.9382029518781093,0.0007448974647559226,0.021370651200413704,0.5,0.6,400
1,37.251148241818875,0.9795981518409077,0.0001880858326330781,0.018108293414115906,0.5,0.6,400
2,31.71332096402424,0.9007682743164162,0.0006282988470047712,0.016804449260234833,0.5,0.6,400
3,39.017873680077344,0.9748111575211411,0.00011576565884752199,0.014466872438788414,0.5,0.6,400
4,23.691175774431706,0.8456759498750723,0.004212461411952972,0.023802731186151505,0.5,0.6,400
5,34.19178459766283,0.9546248486767244,0.00035227995249442756,0.017799409106373787,0.5,0.6,400
6,37.500710261063944,0.9850426828652098,0.00014551932690665126,0.016725318506360054,0.5,0.6,400
7,34.270948531008635,0.9101306360572484,0.0003702690883073956,0.01464475505053997,0.5,0.6,400
8,36.21647107926027,0.9782466526432549,0.00023694545961916447,0.01798555999994278,0.5,0.6,400
9,34.876547608768576,0.9705924932278839,0.00032081158133223653,0.02491861954331398,0.5,0.6,400
