sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.686111889919744,0.9698661593691483,0.00033248637919314206,0.009993134997785091,0.1,1.4,100,False
1,40.317398131052414,0.9856564691838097,9.283913823310286e-05,0.008299894630908966,0.1,1.4,100,False
2,38.67950471400933,0.9879166520170876,0.00012634204176720232,0.008963710628449917,0.1,1.4,100,False
3,41.706237670815334,0.9889674885938534,6.233663589227945e-05,0.007136054337024689,0.1,1.4,100,False
4,27.921424422470515,0.934273028054243,0.0015904172323644161,0.011510869488120079,0.1,1.4,100,False
5,43.5490996721197,0.9940196078874255,4.0846647607395425e-05,0.007562719285488129,0.1,1.4,100,False
6,39.78112113056323,0.9890276326791175,8.607550989836454e-05,0.009654277004301548,0.1,1.4,100,False
7,40.398331449903026,0.9767368713199662,9.031900845002383e-05,0.006416680291295052,0.1,1.4,100,False
8,33.74577322387425,0.9608485983882649,0.0004185218713246286,0.009471103549003601,0.1,1.4,100,False
9,40.539284396502524,0.9844378143149141,8.709161193110049e-05,0.010615192353725433,0.1,1.4,100,False
