sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,28.183487877015686,0.8900365094012176,0.0014860598603263497,0.02790854498744011,1.0,1.4,500,False
1,28.783900329950413,0.8987896947730314,0.0013215417275205255,0.02685471996665001,1.0,1.4,500,False
2,28.87008708266609,0.8531246209037524,0.001209176261909306,0.025614174082875252,1.0,1.4,500,False
3,30.80077089513813,0.944049439627977,0.000767874123994261,0.02296566404402256,1.0,1.4,500,False
4,23.874749929701203,0.8506416612491203,0.004038113635033369,0.03206660971045494,1.0,1.4,500,False
5,30.711406734923578,0.9543580478989548,0.0007851013797335327,0.023847263306379318,1.0,1.4,500,False
6,29.724528751011224,0.9469266485565095,0.0008720449986867607,0.026807060465216637,1.0,1.4,500,False
7,33.42174105115128,0.893341005839392,0.00045023392885923386,0.02050858922302723,1.0,1.4,500,False
8,30.023711231003738,0.9375867828403833,0.0009861078578978777,0.023036543279886246,1.0,1.4,500,False
9,26.506147265633885,0.8531398883701264,0.0022043981589376926,0.03994457423686981,1.0,1.4,500,False
