sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,34.98683956062693,0.9711200696011569,0.0003102423797827214,0.010532846674323082,0.1,0.8,400
1,43.799453474785544,0.9939119266067373,4.1641418647486717e-05,0.007553246337920427,0.1,0.8,400
2,36.894048190630414,0.9782160124573299,0.0001905871176859364,0.008195496164262295,0.1,0.8,400
3,46.98109014456209,0.9957639131199095,1.8503680621506646e-05,0.006072305608540773,0.1,0.8,400
4,26.70606133516538,0.9154202725230817,0.0021040078718215227,0.01254223845899105,0.1,0.8,400
5,39.245468021403454,0.9819883363796216,0.00011003216059179977,0.00688133342191577,0.1,0.8,400
6,42.6682168698964,0.9946512631280011,4.427617022884078e-05,0.008526286110281944,0.1,0.8,400
7,39.22693217152005,0.9698077710297331,0.00011828211427200586,0.005785542540252209,0.1,0.8,400
8,38.044849751744486,0.9822818968902555,0.00015552870172541589,0.008932799100875854,0.1,0.8,400
9,39.353388542695654,0.9869559783992138,0.00011443685798440129,0.012396869249641895,0.1,0.8,400
