sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,25.958330861000718,0.906136676521349,0.002480573020875454,0.020841151475906372,0.07,0.6,50,True
1,21.92337922221143,0.8303317422001845,0.006414059083908796,0.031835708767175674,0.07,0.6,50,True
2,29.74379832968691,0.9283348687407124,0.0009888227796182036,0.01589311845600605,0.07,0.6,50,True
3,31.643522104470065,0.9253240665161389,0.0006324336281977594,0.023560380563139915,0.07,0.6,50,True
4,29.748225012688113,0.9628046408249498,0.0010443137725815177,0.018037935718894005,0.07,0.6,50,True
5,26.444218740392543,0.9078681747620335,0.002097222488373518,0.02535269223153591,0.07,0.6,50,True
6,23.89913463698646,0.8761527883164333,0.003334864741191268,0.03249647468328476,0.07,0.6,50,True
7,37.62269913032215,0.9739259192941112,0.00017113640205934644,0.0125753628090024,0.07,0.6,50,True
8,22.923968974604012,0.84114005344632,0.00505706574767828,0.026997357606887817,0.07,0.6,50,True
9,18.565321297665456,0.6927817597416046,0.013720585964620113,0.0413922555744648,0.07,0.6,50,True
