sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.380767632869272,0.4439975329372625,0.028334027156233788,0.07304571568965912,0.25,0.4,100,False
1,17.9824048818498,0.6352634910905027,0.015893898904323578,0.08042565733194351,0.25,0.4,100,False
2,24.828035609317837,0.6658510402261802,0.003066865960136056,0.045178137719631195,0.25,0.4,100,False
3,26.585180147247183,0.7986570691300116,0.00202697841450572,0.06381237506866455,0.25,0.4,100,False
4,18.869483604360553,0.5575607957224896,0.012785130180418491,0.07835568487644196,0.25,0.4,100,False
5,19.6495333792569,0.6203791394044217,0.010025662370026112,0.060040462762117386,0.25,0.4,100,False
6,20.343303807246965,0.6298149871199956,0.007562429178506136,0.0636666864156723,0.25,0.4,100,False
7,24.755176770524116,0.7056356363440119,0.003312032902613282,0.05416493117809296,0.25,0.4,100,False
8,19.08110792914878,0.6228054472842911,0.012251370586454868,0.0691375583410263,0.25,0.4,100,False
9,19.28316756576695,0.705244041241295,0.011630222201347351,0.07780587673187256,0.25,0.4,100,False
