sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,34.78574087929199,0.9702706237134242,0.0003249458677601069,0.00986159685999155,0.1,1.2,400,False
1,41.02296060644947,0.9877304167355054,7.891777204349637e-05,0.00812436081469059,0.1,1.2,400,False
2,37.858024008412684,0.983154028961656,0.00015264969260897487,0.008757106959819794,0.1,1.2,400,False
3,42.92634705611651,0.9919921776858399,4.706872277893126e-05,0.006579585839062929,0.1,1.2,400,False
4,27.560337512275915,0.9307119217811785,0.0017283024499192834,0.01107957772910595,0.1,1.2,400,False
5,41.69567077063765,0.9906334344478338,6.258918438106775e-05,0.006990344729274511,0.1,1.2,400,False
6,40.29574079559032,0.9909671189645988,7.645706500625238e-05,0.009126217104494572,0.1,1.2,400,False
7,39.813079438996795,0.9724308047962632,0.00010334853868698701,0.005719925742596388,0.1,1.2,400,False
8,34.186960959002135,0.9652560384111754,0.0003780936822295189,0.009073414839804173,0.1,1.2,400,False
9,39.53398255989914,0.9821355693326769,0.00010977577767334878,0.011240897700190544,0.1,1.2,400,False
