sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,15.213358025552244,0.4048985116959875,0.029447555541992188,0.08121549338102341,0.25,0.4,50,False
1,17.569785341916763,0.5872618623342297,0.01747802458703518,0.09061384946107864,0.25,0.4,50,False
2,24.297791311493665,0.598612701718389,0.0034651276655495167,0.052847497165203094,0.25,0.4,50,False
3,25.527677827788402,0.742523264689875,0.0025858264416456223,0.07310836017131805,0.25,0.4,50,False
4,18.301338047172376,0.49823633724301525,0.014572018757462502,0.08448382467031479,0.25,0.4,50,False
5,19.269288092314966,0.5551951364135163,0.010943030007183552,0.07210566848516464,0.25,0.4,50,False
6,20.391024631157354,0.5900778907244992,0.0074797868728637695,0.0722818523645401,0.25,0.4,50,False
7,23.332154436889482,0.6182062580242755,0.0045961784198880196,0.06784569472074509,0.25,0.4,50,False
8,18.859417391288076,0.580821948433516,0.012892993167042732,0.07704279571771622,0.25,0.4,50,False
9,19.133866456990027,0.6434620410360475,0.012036996893584728,0.08575861901044846,0.25,0.4,50,False
