sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.66584787850962,0.861243971340176,0.003340413561090827,0.026065295562148094,0.7,0.8,50,True
1,22.701037026563604,0.8440633156059982,0.005362498573958874,0.032865822315216064,0.7,0.8,50,True
2,28.576658402268407,0.918135754444869,0.0012936968123540282,0.019325576722621918,0.7,0.8,50,True
3,29.511481758990122,0.8951037910164279,0.0010332822566851974,0.02702937461435795,0.7,0.8,50,True
4,28.757960586265845,0.9359945487250239,0.0013117693597450852,0.022776726633310318,0.7,0.8,50,True
5,25.92720716453019,0.8858156642144674,0.0023623579181730747,0.027362776920199394,0.7,0.8,50,True
6,23.618908826313756,0.8467611389656833,0.0035571393091231585,0.03694017231464386,0.7,0.8,50,True
7,35.04876680575127,0.9588891231792261,0.0003095534339081496,0.015139266848564148,0.7,0.8,50,True
8,23.33367568367652,0.8464271075161216,0.004601802211254835,0.02732238546013832,0.7,0.8,50,True
9,18.678082948376055,0.6851875571992235,0.013368925079703331,0.04623439162969589,0.7,0.8,50,True
