sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_
0,43.28759852186347,0.9904935185877285,4.588019146467559e-05,0.016594255343079567,0.05,0.4,300
1,43.226972272460635,0.9890268881900391,4.7508758143521845e-05,0.010875307023525238,0.05,0.4,300
2,40.81992104331415,0.992608955908486,7.718025881331414e-05,0.010754790157079697,0.05,0.4,300
3,45.66182381973295,0.9934711450762793,2.507175668142736e-05,0.011317853815853596,0.05,0.4,300
4,41.75964223727104,0.9938984200035456,6.571874837391078e-05,0.011153310537338257,0.05,0.4,300
5,46.3770569403681,0.9919631071350277,2.1299074433045462e-05,0.01272268034517765,0.05,0.4,300
6,46.261588670677,0.9912724029292017,1.9356766642886214e-05,0.0123768774792552,0.05,0.4,300
7,45.096407291097556,0.98820654002198,3.0617629818152636e-05,0.012298802845180035,0.05,0.4,300
8,44.80450164645265,0.9917173132961625,3.279784868936986e-05,0.011807164177298546,0.05,0.4,300
9,44.652496608664094,0.9936614890493476,3.377964821993373e-05,0.014989144168794155,0.05,0.4,300
