sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,22.700702125723208,0.8536804254648301,0.00525188073515892,0.02128189243376255,0.7,0.2,50,True
1,22.830716895650195,0.8649687463094113,0.005204742308706045,0.03287367522716522,0.7,0.2,50,True
2,29.08318742565134,0.9283213893266854,0.001151276403106749,0.01560466829687357,0.7,0.2,50,True
3,29.567551583137693,0.9018381770434227,0.0010200276738032699,0.026629162952303886,0.7,0.2,50,True
4,28.51498947311914,0.9364261296380723,0.001387249561958015,0.020540883764624596,0.7,0.2,50,True
5,23.288456125342123,0.8512855167224354,0.0043373131193220615,0.027290554717183113,0.7,0.2,50,True
6,22.55888056960775,0.8382708293117022,0.0045404997654259205,0.03411388769745827,0.7,0.2,50,True
7,31.14396717858615,0.9507655571181216,0.0007607038132846355,0.013386629521846771,0.7,0.2,50,True
8,22.777327209412444,0.8475593898074857,0.005230735521763563,0.030151546001434326,0.7,0.2,50,True
9,18.67007488920111,0.7032517747410744,0.013393599539995193,0.04682645574212074,0.7,0.2,50,True
