sample_idx,psnr,ssim,mse,post_std_mean,sigma_used,zeta,lambda_,clip
0,24.626037972388623,0.8553481190840677,0.0033711751457303762,0.027551038190722466,0.7,1.0,50,True
1,22.506138228306938,0.8360301873983548,0.005608633626252413,0.03240208700299263,0.7,1.0,50,True
2,28.389643808394403,0.9167511538207512,0.0013506225077435374,0.02032705768942833,0.7,1.0,50,True
3,29.13195616649562,0.8901164743161959,0.0011276425793766975,0.027310892939567566,0.7,1.0,50,True
4,28.644554689610576,0.9375915879266427,0.0013464742805808783,0.024338990449905396,0.7,1.0,50,True
5,26.176996171122205,0.8883594274645219,0.0022303180303424597,0.028078295290470123,0.7,1.0,50,True
6,23.294808611614805,0.8377517498957102,0.0038327535148710012,0.039071694016456604,0.7,1.0,50,True
7,34.49117313506119,0.9595490554107355,0.0003519613528624177,0.016231514513492584,0.7,1.0,50,True
8,23.40662788733318,0.8434134466733142,0.004525147378444672,0.027475662529468536,0.7,1.0,50,True
9,18.627873570307262,0.6749531165168066,0.013524381443858147,0.047942858189344406,0.7,1.0,50,True
